,f_1,d_1,e_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,103.91,57.92,102.17,80.45,112.17,192.16,8282.56,17471.61,15502.77,19058.69,30792.5,25061.57,67810.72,92084.32,83662.82,165234.11
d_1,56.92,122.63,56.61,64.08,99.86,275.22,8524.82,11329.5,14870.07,34035.89,28776.68,40899.74,85675.12,118015.08,144134.21,150843.43
e_1,43.86,58.44,122.5,93.88,98.94,284.2,7893.56,26902.93,15345.47,18691.48,30036.67,47401.84,84452.32,95484.32,110621.01,168917.0
c_1,45.25,59.1,47.43,149.98,154.12,274.82,6033.73,13001.08,13392.02,10809.3,21654.85,34115.5,73690.03,88973.77,100120.65,151072.83
b_1,36.19,57.03,49.08,50.72,196.22,376.13,7189.83,12706.69,11712.49,16424.29,14195.4,31036.02,72579.09,61196.85,107634.89,151311.05
a_1,37.97,38.66,35.54,42.9,59.03,433.92,4850.52,9995.65,10024.31,12042.24,15833.43,24608.31,52413.13,46215.1,94500.88,89344.79
h_1,15.81,15.16,16.11,25.13,23.79,71.6,3396.39,3954.28,5269.64,4885.88,7566.61,10717.04,16475.02,22996.26,33724.84,57761.24
d_0,10.7,10.62,9.81,29.35,23.77,59.32,1906.48,4872.32,3030.73,3327.52,6890.53,9608.95,16085.11,21869.73,29819.29,35076.61
g_1,10.31,17.58,11.35,18.23,21.9,50.68,1651.29,3316.2,5688.67,4277.46,6112.41,12036.28,16448.32,24785.55,30109.68,34299.42
c_0,11.08,9.68,13.43,14.77,17.45,60.21,1794.57,4101.91,3220.51,5889.2,10696.21,9036.91,17866.46,20808.48,27795.75,38088.68
b_0,9.42,11.42,10.75,17.4,14.71,46.14,1623.94,3086.51,3059.71,2958.67,7522.59,7640.82,18145.76,33271.89,30102.54,33386.45
f_0,7.61,10.0,7.83,14.47,18.71,50.39,1280.4,2773.63,2413.56,3675.23,4448.16,9928.2,12933.69,16456.49,40099.62,25261.67
h_0,9.71,8.1,7.83,11.12,12.83,32.5,998.35,2412.15,2782.41,2478.85,3333.86,5626.89,9001.47,12839.6,17711.14,29519.08
a_0,5.86,7.26,6.95,9.86,14.96,26.68,1243.21,2214.64,1697.84,2933.43,2972.42,5901.09,12352.5,20180.77,16238.38,24421.03
e_0,7.48,6.5,4.63,10.13,11.14,31.16,1027.4,1861.82,1980.31,2486.93,3270.74,3677.87,10779.49,14494.04,25014.74,17403.12
g_0,5.21,8.61,5.37,8.76,10.78,33.96,716.83,1672.05,1237.22,2223.43,3054.69,6081.87,6970.74,11090.16,17093.34,15059.75
