,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,0.87,1.89,1.93,2.35,1.37,0.5,0.36,0.45,0.4,0.35,0.41,0.23,0.31,1.25,0.26
f_1,1.67,0.17,1.57,1.63,1.99,1.49,0.31,0.38,0.57,0.28,0.31,1.5,0.21,0.25,0.29,0.26
c_1,1.31,1.97,0.16,1.87,1.56,2.27,0.46,0.18,0.53,1.42,0.32,0.34,0.21,0.39,0.28,0.25
d_1,2.18,1.73,1.81,0.15,1.62,1.92,0.57,1.78,0.27,0.3,0.28,0.29,0.2,0.38,0.3,0.13
b_1,1.74,2.18,0.9,1.62,0.13,1.6,0.49,0.35,0.53,0.43,2.28,0.36,0.31,0.47,0.4,0.31
a_1,2.03,1.33,2.09,2.5,0.79,0.09,0.58,0.43,0.65,0.35,0.44,0.38,0.25,,0.3,0.23
h_1,0.89,1.14,0.74,0.98,1.05,0.71,0.06,0.22,0.35,0.17,0.2,0.17,0.41,0.2,0.21,0.14
d_0,0.46,1.09,1.17,3.5,1.0,0.93,0.26,0.07,0.42,0.18,0.21,0.15,0.14,0.19,0.18,0.18
g_1,1.05,1.18,0.97,0.79,0.94,0.99,0.2,0.21,0.05,0.21,0.23,0.17,0.1,0.21,0.17,0.54
c_0,0.87,1.21,3.13,0.44,0.87,0.99,0.35,0.26,0.29,0.07,0.23,0.18,0.15,0.14,0.31,0.2
b_0,0.83,0.86,1.34,0.63,2.28,0.92,0.28,0.2,0.3,0.09,0.06,0.18,0.14,0.16,0.23,0.18
f_0,0.8,2.95,0.81,0.84,0.84,1.3,0.23,0.19,0.17,0.17,0.17,0.06,0.13,0.17,0.18,0.07
h_0,0.92,0.94,0.98,0.85,1.0,0.8,0.78,0.25,0.22,0.18,0.19,0.18,0.4,0.19,0.17,0.15
a_0,0.82,1.12,0.86,0.71,1.22,,0.23,0.2,0.42,0.13,0.1,0.17,0.12,0.04,0.18,0.12
e_0,2.01,1.5,0.89,0.86,0.92,0.75,0.24,0.15,0.18,0.15,0.18,0.09,0.15,0.15,0.04,0.11
g_0,0.9,0.96,1.36,0.81,0.72,0.97,0.24,0.19,,0.18,0.21,0.16,0.09,0.25,0.21,0.29
