,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.42,4.34,3.33,4.14,3.88,3.0,1.5,2.05,1.36,1.56,2.1,,1.06,1.31,1.75,1.12
e_1,2.08,0.42,3.76,4.22,3.19,3.89,1.71,3.14,1.94,1.65,1.6,1.92,1.44,1.51,,1.31
d_1,4.0,3.87,0.4,3.32,3.3,3.44,2.08,1.22,,1.92,1.33,1.69,1.28,1.64,1.95,0.99
c_1,3.25,3.35,3.84,0.39,4.21,3.4,2.06,2.26,1.09,,1.57,1.12,1.46,1.63,1.71,1.44
b_1,3.54,3.89,3.89,2.18,0.37,4.44,2.3,1.3,1.61,2.45,,1.5,1.19,1.3,1.75,1.73
a_1,5.01,3.14,3.61,4.0,2.22,0.3,1.81,,1.65,1.55,1.64,,0.98,,1.58,
h_1,1.85,2.0,1.64,1.86,1.45,1.81,0.27,1.02,0.83,0.82,0.92,0.76,,0.64,0.8,0.72
g_1,2.13,1.94,2.64,1.38,2.28,,0.76,0.23,0.75,0.76,0.74,1.04,0.57,,0.71,
d_0,1.87,1.0,,1.63,1.51,1.57,0.83,1.14,0.28,0.68,0.81,0.65,0.54,0.71,0.83,0.63
c_0,1.61,1.56,0.99,,1.45,1.73,0.7,0.73,0.92,0.29,0.99,0.6,0.81,0.8,0.53,0.57
b_0,1.4,1.7,1.71,1.98,,1.55,0.92,0.86,0.75,0.4,0.27,0.83,0.7,0.94,0.67,0.5
f_0,,1.83,1.63,2.14,1.8,,0.72,0.51,0.67,0.91,0.67,0.25,0.55,,0.68,0.45
h_0,1.24,1.23,1.22,1.06,1.46,1.53,,0.73,0.73,0.45,0.52,0.57,,0.55,0.52,0.57
a_0,2.21,1.51,1.73,1.72,1.65,,1.04,,0.63,0.68,0.35,,0.81,0.23,,0.69
e_0,1.75,,1.39,1.53,1.46,1.58,0.84,0.92,0.83,0.71,0.88,0.53,0.65,,0.21,0.6
g_0,1.83,1.36,1.41,1.38,1.42,,0.64,,0.47,0.59,0.76,0.52,0.34,0.55,0.6,
