,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.77,1.12,0.94,0.93,0.84,0.72,0.9,0.69,0.69,0.69,0.72,0.6,0.66,0.63,0.69
f_1,1.29,1.0,1.01,0.73,0.97,0.77,0.62,0.75,0.65,0.7,0.65,0.59,0.54,0.5,0.47,0.57
c_1,0.89,1.0,1.0,1.12,1.28,0.73,0.8,0.44,0.55,0.73,0.61,0.58,0.53,0.54,0.54,0.54
d_1,1.06,1.36,0.9,1.0,0.95,0.78,0.68,0.67,0.87,0.54,0.6,0.6,0.61,0.6,0.5,0.42
b_1,1.07,1.04,0.78,1.06,1.0,1.37,0.8,0.78,0.69,0.7,0.62,0.69,0.59,0.62,0.49,0.63
a_1,1.18,1.3,1.36,1.3,0.74,1.0,0.86,0.71,0.69,0.81,0.71,0.92,1.26,0.8,0.77,0.64
h_1,1.36,1.63,1.24,1.43,1.24,1.14,1.0,0.94,0.91,1.11,0.88,0.81,0.83,0.85,0.84,1.03
d_0,1.08,1.39,2.23,1.53,1.27,1.38,1.05,1.0,0.9,1.03,1.01,0.87,0.84,1.0,0.85,0.83
c_0,1.49,1.51,1.84,1.15,1.4,1.47,1.07,1.15,1.0,1.09,1.37,0.98,0.94,1.0,1.07,0.85
g_1,1.44,1.44,1.39,1.83,1.42,1.19,0.91,0.98,0.89,1.0,0.96,1.11,0.76,0.79,0.91,0.78
b_0,1.48,1.51,1.67,1.62,1.63,1.38,1.12,0.98,0.73,1.12,1.0,0.82,1.41,0.85,0.93,0.83
f_0,1.3,1.83,1.67,1.67,1.45,1.21,1.23,1.14,0.97,0.85,1.21,1.0,0.97,0.87,1.38,0.72
a_0,1.63,1.83,1.81,1.64,1.82,0.89,1.18,1.24,1.13,1.3,0.76,1.0,1.0,1.06,0.95,1.07
h_0,1.61,1.93,1.81,1.79,1.65,1.37,1.14,1.05,1.01,1.25,1.21,1.08,0.95,1.0,0.96,0.99
e_0,1.46,2.0,1.96,2.03,2.01,1.27,1.18,1.25,1.06,1.18,1.15,0.77,1.05,1.11,1.0,0.99
g_0,1.58,1.67,1.81,2.44,1.6,1.47,0.99,1.22,1.19,1.24,1.17,1.34,0.98,1.01,1.07,1.0
