,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.21,1.67,1.64,3.75,22.25,28.52,42.27,31.36,44.49,64.76,81.42,106.58,125.38,140.85
f_1,1.25,1.0,1.11,1.39,1.58,2.83,16.45,28.31,30.19,30.83,41.2,56.12,64.31,97.91,103.66,131.82
d_1,0.81,0.9,1.0,1.03,1.16,2.59,17.18,19.06,23.23,35.98,40.54,44.62,61.52,85.69,87.6,91.0
c_1,0.62,0.7,1.0,1.0,1.6,2.58,13.76,21.33,15.91,21.22,27.64,37.72,54.95,69.85,80.34,96.97
b_1,0.61,0.62,0.84,0.63,1.0,2.82,13.61,19.12,16.96,25.35,27.87,33.66,49.96,63.07,74.87,83.11
a_1,0.27,0.36,0.39,0.39,0.35,1.0,6.79,8.17,8.1,10.51,16.18,18.1,21.16,29.4,36.01,38.14
h_1,0.05,0.06,0.06,0.07,0.07,0.15,1.0,1.45,1.32,1.5,2.07,2.66,3.9,4.58,5.68,7.64
g_1,0.03,0.03,0.05,0.05,0.05,0.12,0.66,1.0,0.99,1.23,1.67,2.25,2.33,3.68,3.8,4.54
d_0,0.02,0.03,0.04,0.06,0.06,0.12,0.75,0.98,1.0,0.92,1.41,1.88,2.7,3.46,4.45,4.83
c_0,0.03,0.03,0.03,0.05,0.04,0.09,0.68,0.76,1.11,1.0,1.84,1.87,2.23,3.44,3.79,3.86
b_0,0.02,0.02,0.02,0.04,0.04,0.06,0.48,0.58,0.69,0.57,1.0,1.19,1.82,3.19,2.72,2.85
f_0,0.02,0.02,0.02,0.03,0.03,0.06,0.38,0.43,0.49,0.55,0.79,1.0,1.38,1.87,2.95,2.1
h_0,0.01,0.02,0.02,0.02,0.02,0.05,0.26,0.43,0.35,0.44,0.57,0.68,1.0,1.39,1.57,1.89
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.21,0.28,0.29,0.31,0.31,0.49,0.7,1.0,1.13,1.18
e_0,0.01,0.01,0.01,0.01,0.01,0.03,0.19,0.27,0.22,0.28,0.39,0.33,0.65,0.9,1.0,1.15
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.13,0.21,0.19,0.26,0.35,0.46,0.52,0.8,0.91,1.0
