,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.79,0.96,1.09,0.9,0.8,0.75,0.71,0.61,0.88,0.67,0.73,0.63,0.63,0.6,0.59
f_1,1.26,1.0,0.93,1.0,0.92,0.77,0.58,0.66,0.57,0.63,0.6,0.53,0.55,0.46,0.38,0.53
d_1,1.03,1.07,1.0,0.81,0.92,0.87,0.74,0.6,0.85,0.63,0.68,0.62,0.55,0.57,0.62,0.48
c_1,0.92,1.01,1.24,1.0,1.41,0.84,0.73,0.65,0.49,0.47,0.63,0.59,0.59,0.56,0.58,0.59
b_1,1.11,1.09,1.08,0.71,1.0,1.36,0.9,0.82,0.7,0.7,0.56,0.65,0.53,0.67,0.64,0.57
a_1,1.23,1.28,1.16,1.19,0.74,1.0,0.94,0.92,0.96,0.88,0.86,0.78,0.83,0.88,0.61,0.81
h_1,1.3,1.78,1.37,1.38,1.08,1.1,1.0,1.21,0.9,0.88,0.8,0.81,0.81,0.77,0.75,0.79
g_1,1.42,1.43,1.68,1.53,1.18,1.1,0.84,1.0,0.93,0.97,0.85,1.13,0.76,0.78,0.96,0.78
c_0,1.56,1.82,1.18,2.02,1.35,1.03,1.11,1.07,1.0,1.2,1.41,1.02,0.89,0.98,0.97,0.85
d_0,1.15,1.47,1.57,2.27,1.47,1.14,1.16,1.06,0.88,1.0,1.0,0.96,0.94,0.95,0.97,1.0
b_0,1.45,1.69,1.59,1.67,1.61,1.03,1.29,1.15,0.72,0.96,1.0,0.84,1.44,1.04,0.93,0.9
f_0,1.35,1.89,1.68,1.58,1.49,1.31,1.17,0.92,1.0,1.08,1.21,1.0,1.0,1.08,1.68,0.8
a_0,1.62,1.87,1.69,1.65,1.98,1.35,1.24,1.28,1.11,1.03,0.71,1.04,1.0,1.02,1.05,0.72
h_0,1.55,2.17,1.8,1.76,1.51,1.13,1.32,1.29,1.05,1.06,0.93,0.9,0.94,1.0,0.94,1.01
e_0,1.6,2.66,1.58,1.69,1.76,1.75,1.38,1.05,1.09,1.12,1.08,0.64,0.96,1.04,1.0,1.09
g_0,1.75,1.86,2.16,1.66,1.76,1.22,1.23,1.27,1.19,1.0,1.12,1.3,1.29,0.99,0.88,1.0
