,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,1.01,1.21,1.11,0.91,1.0,1.23,0.92,1.3,1.08,1.2,1.02,1.06,1.06,1.1
f_1,1.3,1.0,0.93,1.05,0.89,0.77,0.89,0.94,0.85,0.95,0.97,0.77,0.8,0.98,0.91,1.1
d_1,0.99,1.07,1.0,0.85,1.01,1.07,1.01,0.85,1.29,1.09,1.0,0.91,1.03,1.02,1.09,0.76
c_1,0.83,0.96,1.18,1.0,1.43,0.91,0.96,0.89,0.83,0.72,0.81,1.02,0.96,1.08,0.95,0.99
b_1,0.9,1.12,1.0,0.7,1.0,1.54,1.19,1.04,1.1,0.98,0.96,1.08,1.23,0.69,1.02,1.04
a_1,1.1,1.32,0.93,1.09,0.65,1.0,1.1,1.04,1.01,1.18,1.08,0.84,1.11,1.51,1.08,1.18
h_1,1.0,1.15,0.98,1.02,0.85,0.88,1.0,1.27,0.98,0.92,0.96,0.9,0.86,1.0,0.79,1.24
g_1,0.82,1.01,1.19,1.1,1.03,0.94,0.78,1.0,1.06,0.93,0.91,1.18,0.94,0.83,0.92,0.88
c_0,1.07,1.12,0.77,1.25,0.88,1.06,1.03,0.94,1.0,1.16,1.38,1.05,1.03,1.07,1.1,1.02
d_0,0.81,1.0,0.9,1.44,1.06,0.79,1.05,1.09,0.88,1.0,1.16,1.11,1.04,0.89,0.9,1.11
b_0,0.92,1.08,1.05,1.22,0.94,0.87,1.06,1.09,0.73,0.85,1.0,0.96,1.02,1.41,1.05,0.93
f_0,0.84,1.27,1.08,1.01,0.93,1.13,1.12,0.89,0.93,0.97,1.04,1.0,1.16,0.9,1.32,0.7
h_0,1.02,1.23,1.03,0.99,0.77,0.9,1.12,1.07,0.96,0.99,1.01,0.83,1.0,0.76,1.03,1.25
a_0,0.98,1.03,0.98,0.93,1.29,0.76,1.02,1.22,0.93,1.08,0.74,1.17,1.32,1.0,0.99,0.9
e_0,0.91,1.11,0.92,1.01,0.94,0.95,1.21,1.0,0.97,1.1,0.99,0.74,0.96,0.99,1.0,1.16
g_0,0.87,0.93,1.21,1.08,1.02,0.88,0.82,1.03,1.01,0.9,1.13,1.43,0.81,1.07,0.9,1.0
