,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,0.18,0.38,0.69,0.7,0.71,0.7,0.21,0.13,0.14,0.19,0.15,0.19,0.11,0.13,0.16,0.35
f_1,0.57,0.18,0.63,0.65,0.57,0.59,0.14,0.14,0.13,0.26,0.13,0.28,0.07,0.14,0.12,0.12
d_1,0.8,0.66,0.15,0.67,0.66,0.64,0.19,0.25,0.12,0.12,0.12,0.11,0.09,0.11,0.05,0.13
c_1,0.53,0.74,0.83,0.14,0.72,0.58,0.19,0.07,0.24,0.18,0.13,0.11,0.09,0.14,0.09,0.11
b_1,0.67,0.7,0.82,0.37,0.13,0.69,0.19,0.14,0.18,0.24,0.24,0.11,0.12,0.13,0.09,0.13
a_1,0.75,0.69,0.68,0.85,0.33,0.09,0.19,0.17,0.14,0.24,0.19,0.13,0.09,0.38,0.1,0.1
h_1,0.49,0.56,0.49,0.53,0.57,0.44,0.06,0.12,0.1,0.15,0.12,0.11,0.14,0.1,0.09,0.1
d_0,0.3,0.56,0.96,0.56,0.52,0.5,0.16,0.07,0.12,0.16,0.13,0.12,0.09,0.11,0.09,0.11
c_0,0.52,0.6,0.26,1.28,0.55,0.56,0.18,0.16,0.06,0.13,0.12,0.1,0.08,0.12,0.08,0.12
g_1,0.54,0.62,0.42,0.54,0.62,0.49,0.11,0.13,0.11,0.04,0.11,0.1,0.05,0.11,0.12,0.11
b_0,0.43,0.52,0.44,0.79,0.96,0.51,0.16,0.12,0.06,0.14,0.05,0.09,0.06,0.09,0.07,0.13
f_0,0.5,0.83,0.43,0.51,0.65,0.54,0.15,0.11,0.09,0.08,0.1,0.05,0.09,0.11,0.04,0.08
h_0,0.43,0.57,0.45,0.59,0.51,0.51,0.19,0.11,0.1,0.16,0.11,0.1,0.12,0.1,0.08,0.1
a_0,0.44,0.54,0.5,0.52,0.69,0.95,0.17,0.13,0.09,0.16,0.05,0.09,0.09,0.04,0.07,0.12
g_0,0.52,0.57,0.44,0.5,0.56,0.41,0.11,0.11,0.1,0.29,0.11,0.09,0.06,0.15,0.1,0.12
e_0,0.81,0.85,0.45,0.46,0.51,0.43,0.14,0.11,0.12,0.14,0.1,0.05,0.07,0.12,0.05,0.04
