,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.28,0.59,0.53,0.65,0.55,0.43,0.94,1.03,1.05,2.01,1.08,1.19,1.57,1.07,0.44,1.51
f_1,1.04,2.32,0.47,0.54,0.52,0.38,0.94,0.78,1.04,1.12,1.05,0.46,1.35,0.82,0.64,1.04
d_1,0.53,0.64,2.44,0.45,0.42,0.51,1.09,1.09,2.37,0.59,1.34,1.23,1.58,1.26,1.03,1.62
c_1,0.48,0.61,0.51,2.51,0.99,0.39,0.96,0.98,0.4,1.27,0.88,1.04,1.42,0.69,1.15,1.12
b_1,0.57,0.63,0.5,0.51,2.59,0.79,0.91,0.83,1.19,1.28,0.56,1.02,1.36,0.75,1.07,1.1
a_1,0.63,0.53,0.65,0.58,0.43,3.04,1.36,0.86,1.18,1.19,1.33,1.15,1.6,0.59,1.07,1.09
h_1,0.77,0.94,0.79,0.6,0.47,0.5,3.16,1.46,1.52,1.19,1.26,1.49,1.09,1.23,1.04,2.29
g_1,0.65,0.52,1.12,0.6,0.6,0.51,1.19,3.28,1.42,1.24,1.51,2.41,1.72,1.04,1.28,1.03
c_0,0.68,0.8,0.84,0.39,0.48,0.49,1.29,1.13,2.76,1.25,2.6,1.46,1.83,1.49,1.32,1.83
d_0,0.7,0.86,0.36,1.28,0.66,0.49,1.28,1.14,0.87,2.6,1.19,1.35,1.89,0.95,1.16,1.24
b_0,0.75,0.71,0.85,0.69,0.42,0.36,1.35,1.24,1.58,1.43,2.96,1.56,1.9,2.68,1.02,1.89
f_0,0.58,0.57,0.79,0.81,0.61,0.49,1.33,1.25,1.58,1.54,1.56,2.97,2.05,1.29,2.49,1.64
h_0,0.71,1.05,0.78,0.62,0.53,0.37,0.77,1.62,1.35,1.38,1.49,1.15,1.4,1.63,1.3,2.03
a_0,0.8,0.74,0.78,0.63,0.5,0.37,1.59,1.33,1.81,1.68,1.47,1.42,2.03,3.12,1.31,2.1
e_0,0.41,0.99,0.8,0.88,0.64,0.52,1.61,1.29,1.39,1.42,1.35,1.23,2.09,0.89,3.17,1.68
g_0,0.59,0.56,1.3,0.65,0.55,0.48,1.12,1.04,1.59,1.14,1.7,2.02,1.94,1.4,1.15,1.15
