,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.09,1.55,2.42,2.57,2.41,2.32,0.68,0.82,0.5,0.51,0.53,0.56,0.34,0.45,0.6,0.37
f_1,2.33,1.09,2.21,2.26,2.29,2.0,0.53,0.72,0.47,0.51,0.49,0.54,0.26,0.46,0.44,0.35
d_1,2.94,2.67,1.09,2.55,2.29,2.04,0.75,0.47,0.51,0.76,0.48,0.47,0.3,0.44,0.48,0.24
c_1,2.17,2.63,3.85,1.1,2.93,2.83,0.81,0.79,0.75,0.36,0.62,0.5,0.41,0.59,0.45,0.35
b_1,3.04,3.46,3.01,1.76,1.11,3.53,0.98,0.87,0.94,0.62,0.85,0.61,0.55,0.55,0.55,0.43
a_1,4.74,5.56,3.81,4.47,2.2,1.12,1.33,1.28,0.98,1.19,1.16,0.77,0.69,1.32,0.87,0.66
h_1,9.38,8.89,8.94,9.8,8.23,7.14,1.49,2.45,1.77,1.87,1.85,1.68,1.56,1.78,1.52,1.39
g_1,10.33,11.7,11.23,12.25,11.6,10.05,2.36,1.54,2.52,2.42,2.03,2.03,1.35,1.91,1.97,1.78
c_0,13.1,13.77,7.44,17.86,11.75,9.81,3.66,2.98,1.74,3.86,2.32,2.26,1.72,2.33,2.29,1.6
d_0,8.09,10.79,17.37,13.5,13.06,10.36,3.51,4.12,2.58,1.86,2.76,2.44,2.09,2.33,2.29,1.93
b_0,12.18,13.31,10.56,19.22,15.78,10.75,3.54,3.5,1.52,2.62,1.75,2.26,1.65,2.22,2.34,1.71
f_0,13.89,21.51,16.68,15.26,14.86,13.12,4.39,2.85,3.21,3.23,3.0,2.02,2.2,2.95,2.82,1.59
h_0,19.4,19.85,17.83,19.47,17.44,17.57,7.11,5.15,4.15,4.21,3.94,3.3,3.38,3.4,3.66,3.06
a_0,17.22,19.96,18.21,21.54,24.0,19.81,5.18,5.6,3.12,4.15,2.28,4.29,3.12,2.09,4.23,2.36
e_0,21.96,27.43,21.19,19.85,19.64,19.81,6.99,5.22,4.43,4.26,5.02,2.56,2.85,4.05,2.22,3.09
g_0,23.21,24.61,22.92,22.01,21.94,17.27,5.58,6.86,4.74,4.69,5.14,4.61,2.58,4.09,4.67,4.3
