,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.76,0.95,1.08,1.0,0.86,0.76,0.82,0.67,0.99,0.67,0.78,0.65,0.54,0.64,0.67
f_1,1.32,1.0,0.93,0.97,0.8,0.81,0.58,0.67,0.63,0.61,0.62,0.58,0.47,0.52,0.48,0.5
d_1,1.05,1.08,1.0,0.98,0.86,0.71,0.76,0.53,0.82,0.76,0.72,0.64,0.58,0.52,0.58,0.48
c_1,0.92,1.03,1.02,1.0,1.39,0.63,0.67,0.77,0.59,0.48,0.66,0.59,0.63,0.61,0.56,0.59
b_1,0.99,1.25,1.17,0.72,1.0,1.5,0.72,0.75,0.77,0.63,0.62,0.65,0.63,0.55,0.59,0.57
a_1,1.16,1.23,1.4,1.61,0.66,1.0,1.09,0.79,0.74,0.92,0.8,0.78,0.93,0.71,0.68,0.84
h_1,1.36,1.72,1.34,1.47,1.31,1.03,1.0,1.04,0.87,0.83,0.9,0.75,0.82,0.82,0.78,0.95
g_1,1.25,1.42,1.88,1.34,1.31,1.22,0.99,1.0,0.96,0.83,0.9,1.14,0.83,0.9,0.78,0.82
c_0,1.54,1.6,1.2,1.67,1.23,1.35,1.12,0.99,1.0,1.09,1.3,0.95,0.93,0.9,0.9,0.92
d_0,1.05,1.61,1.36,2.01,1.61,1.1,1.19,1.16,0.89,1.0,0.87,0.89,0.86,0.93,0.89,0.94
b_0,1.53,1.63,1.36,1.59,1.43,1.16,1.12,1.09,0.73,1.12,1.0,0.95,1.09,1.38,0.93,0.83
f_0,1.29,1.77,1.57,1.69,1.46,1.25,1.31,0.91,1.01,1.12,1.07,1.0,1.04,1.1,1.4,0.65
h_0,1.53,2.13,1.76,1.57,1.4,1.12,1.21,1.25,1.04,1.19,0.88,0.99,1.0,0.95,0.91,1.21
a_0,1.76,1.8,1.91,1.65,1.74,1.46,1.2,1.19,1.13,0.99,0.76,0.98,1.03,1.0,0.87,0.92
e_0,1.69,2.07,1.75,1.89,1.61,1.32,1.25,1.24,1.02,1.08,1.14,0.78,1.0,1.26,1.0,1.03
g_0,1.67,1.87,2.12,1.69,1.64,1.4,1.11,1.24,1.09,1.08,1.19,1.48,0.84,1.08,0.95,1.0
