,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.79,1.19,0.85,0.99,1.02,1.13,1.43,1.05,1.07,1.09,1.18,1.05,1.11,1.45,1.13
f_1,1.28,1.0,1.0,1.07,0.85,0.84,0.83,0.91,0.87,1.17,0.96,0.92,0.87,1.1,0.71,1.06
c_1,0.84,1.01,1.0,1.06,1.44,0.92,1.0,0.74,0.79,0.92,0.77,0.93,0.96,0.97,0.96,1.04
d_1,1.18,0.92,0.94,1.0,1.1,0.87,0.95,1.0,1.28,0.81,1.06,1.01,1.02,0.87,0.95,0.8
b_1,1.02,1.21,0.7,0.92,1.0,1.65,1.05,0.95,1.29,1.11,0.92,0.92,1.04,0.89,0.93,0.94
a_1,0.98,1.19,1.08,1.12,0.61,1.0,1.23,1.05,0.88,1.0,1.16,1.1,1.08,0.95,1.19,1.09
h_1,0.92,1.2,1.05,1.03,0.92,0.82,1.0,0.99,0.96,1.26,0.95,0.94,1.02,0.92,1.0,1.14
d_0,0.7,1.05,1.41,1.03,1.09,0.97,0.99,1.0,0.84,1.0,1.04,0.98,1.12,0.9,1.11,1.21
c_0,0.97,1.14,1.23,0.76,0.73,1.08,1.03,1.14,1.0,1.02,1.36,0.95,1.19,1.22,1.05,1.02
g_1,0.93,0.85,1.09,1.26,0.89,0.97,0.81,0.98,1.0,1.0,1.0,1.13,0.92,0.8,0.97,0.89
b_0,0.93,1.04,1.29,0.93,1.07,0.83,1.05,0.99,0.71,1.0,1.0,0.95,0.99,1.41,0.98,1.04
f_0,0.83,1.12,1.05,1.0,1.07,0.9,1.07,1.0,1.0,0.85,1.04,1.0,1.1,0.99,1.44,0.81
h_0,0.93,1.19,1.07,0.99,0.97,0.93,0.95,0.91,0.83,1.13,0.96,0.93,1.0,0.87,0.92,1.26
a_0,0.91,0.93,0.97,1.14,1.17,0.99,1.11,1.05,0.86,1.22,0.72,1.05,1.17,1.0,0.98,0.97
e_0,0.76,1.34,0.99,1.05,1.06,0.87,0.99,0.9,0.94,1.01,1.04,0.72,1.05,1.06,1.0,0.93
g_0,0.86,0.93,0.96,1.24,1.03,0.94,0.88,0.84,0.91,1.19,0.96,1.18,0.77,1.09,1.14,1.0
