,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,103.89,97.97,75.72,94.04,122.46,401.44,8942.63,16918.92,20979.91,27908.97,39409.76,42223.37,91914.49,102175.79,102638.3,265126.87
e_1,60.42,107.02,73.86,110.57,134.78,430.01,9603.49,16969.19,29197.33,27235.1,45322.9,62636.83,111593.13,131274.46,144207.72,269567.74
d_1,64.84,55.49,134.15,62.46,113.99,466.61,8616.19,15103.7,15266.0,46972.24,43976.12,54037.21,104263.42,103877.94,161551.66,228753.08
c_1,48.38,50.7,75.89,136.53,219.22,400.22,9052.93,14788.08,15864.79,20165.38,25682.85,50343.94,94610.03,91288.44,139555.55,250147.7
b_1,53.41,42.81,74.37,52.1,198.99,603.91,7781.41,14314.63,13077.81,27100.4,24858.88,40569.79,94791.44,94261.0,133761.86,223868.07
a_1,36.36,34.41,47.02,48.82,61.47,540.67,5195.83,10253.44,10857.47,17016.24,23547.09,23990.57,61722.17,54269.35,71405.62,139726.25
h_1,20.17,17.2,21.52,19.23,31.54,91.65,3273.33,5006.23,5065.55,6372.6,9719.3,11842.59,24552.71,26997.91,40412.38,84671.32
g_1,12.03,11.16,24.21,17.86,27.35,88.22,1616.15,5290.2,3444.89,6585.95,8324.18,15755.91,21989.47,21720.88,41442.68,45192.64
d_0,12.49,11.42,12.2,27.24,30.8,79.24,1888.9,3919.64,5080.83,4784.89,7076.88,11278.73,21030.57,21926.52,34771.17,52524.28
c_0,12.43,11.52,13.67,13.85,18.88,70.6,1780.01,3336.92,3650.02,7503.91,12011.79,9509.88,21400.42,24116.15,34099.43,47775.62
b_0,10.46,9.69,13.1,15.38,20.34,56.06,1684.98,2844.71,3453.75,4361.65,9268.62,9634.18,20309.22,31420.71,27588.66,47541.99
f_0,7.79,7.46,13.74,11.88,19.71,80.19,1594.41,2308.02,3033.42,5398.72,6262.97,11654.67,18051.36,19073.13,46539.96,39050.8
h_0,9.0,7.2,11.81,11.61,15.04,53.84,1083.91,2641.81,2456.55,3521.75,4764.97,6928.45,10716.94,14965.49,22636.54,41724.02
a_0,7.45,6.27,11.61,10.04,15.32,36.76,1226.71,2370.67,2236.57,3561.15,4159.43,7003.37,13537.27,19484.67,20010.2,29661.86
e_0,7.76,5.6,9.59,9.72,13.32,50.79,1100.71,1569.36,2018.55,2693.35,4362.72,4730.04,11395.39,12232.35,25010.7,27252.3
g_0,5.66,5.8,10.83,7.56,10.64,38.6,836.08,1755.38,1644.82,3210.16,3612.71,7077.6,9178.4,10850.19,17333.43,20195.38
