,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,11260.49,129.46,135.66,238.88,451.75,2879.88,129279.71,323656.86,594231.25,1069231.63,833191.8,889022.29,5659831.63,5423282.0,,14073744.1
f_1,270.87,12274.38,190.81,256.56,393.98,1611.62,180865.89,305790.31,549650.2,582264.93,912963.18,,5758735.11,4690344.09,4725515.12,8127384.6
d_1,132.22,160.21,12485.71,216.78,444.73,2499.13,206226.92,413037.78,868636.96,,916061.47,1608975.83,3852185.56,3875744.8,6322069.25,12426615.19
c_1,187.04,159.63,99.22,20759.31,984.71,2603.98,127852.94,457264.11,,731904.12,700246.05,1141832.15,4975438.16,7049078.03,4899306.76,11607641.34
b_1,126.28,243.63,161.6,313.54,50511.3,7387.11,130899.33,280895.7,492280.2,589599.69,,654661.82,4881740.01,6223388.49,5016044.17,9243282.58
a_1,142.97,106.67,133.53,208.18,506.17,450550.06,202795.38,314294.33,451948.76,818942.11,,1267790.92,,,,10342313.28
h_1,527.7,863.17,715.34,892.2,2103.61,8800.55,7292183.75,1554226.13,2311136.41,1165844.23,2785504.33,3951615.58,,18782551.72,23969633.2,66642282.26
g_1,397.94,512.85,962.97,800.7,2027.99,10135.75,548437.22,20864308.31,2580293.82,1362914.81,1718632.9,7517517.52,26875879.54,19087233.46,24907896.22,
c_0,783.72,752.89,848.53,,1924.72,18671.66,1026773.0,2278286.54,16041177.83,2811990.9,5540492.19,5449557.98,29356310.61,28129379.36,32119018.47,47349688.92
d_0,648.41,707.08,,2849.18,2394.75,9923.13,899476.41,1531887.54,2147752.1,17562899.57,3850520.03,8140173.36,23335608.63,20124278.45,44315755.89,64523511.48
b_0,777.2,713.7,612.47,829.91,,,597155.2,1445715.85,2456893.12,3424576.84,27205823.43,6891990.95,38432881.19,63204721.99,35204467.49,58385521.93
f_0,534.36,,798.81,1199.85,1875.47,10229.0,887063.5,1343676.39,3227007.14,3792917.95,3863080.92,48539836.09,40612188.8,33272174.65,69983836.32,29477087.2
h_0,1067.03,1894.97,1284.9,1405.76,3007.89,,,3330452.97,3776716.2,4339003.17,4526035.87,9930830.47,,48255752.19,81338021.43,103146740.18
a_0,1019.95,704.41,1244.36,1191.44,3354.35,,534505.62,1529321.03,2297307.62,1707805.99,2826521.25,5728290.91,41600914.86,297258320.91,,68297587.94
e_0,,571.07,774.43,901.5,2348.54,,705695.2,2243474.01,2752240.4,4092001.09,4353754.51,7450884.48,22885295.91,,369575931.93,
g_0,691.2,1229.79,1613.94,1610.37,3589.25,20385.06,1266429.67,,3550709.5,4263933.91,6048913.82,17162408.84,41334562.47,57582494.21,,
