,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.88,0.08,0.07,0.09,0.08,0.04,0.07,0.07,0.07,0.13,0.07,0.07,0.08,0.05,0.01,0.06
f_1,0.16,0.88,0.07,0.07,0.08,0.04,0.07,0.05,0.07,0.08,0.06,0.01,0.08,0.04,0.03,0.05
d_1,0.06,0.1,0.88,0.06,0.05,0.07,0.07,0.07,0.16,0.02,0.08,0.07,0.09,0.06,0.05,0.08
c_1,0.07,0.08,0.07,0.88,0.13,0.05,0.08,0.08,0.01,0.08,0.07,0.06,0.08,0.04,0.06,0.06
b_1,0.1,0.09,0.07,0.07,0.87,0.09,0.06,0.05,0.1,0.09,0.02,0.06,0.07,0.04,0.05,0.05
a_1,0.09,0.08,0.09,0.08,0.05,0.87,0.1,0.06,0.08,0.08,0.09,0.07,0.09,0.02,0.05,0.05
h_1,0.18,0.2,0.12,0.15,0.1,0.08,0.51,0.15,0.14,0.11,0.11,0.13,0.05,0.1,0.06,0.15
g_1,0.16,0.11,0.26,0.11,0.09,0.08,0.11,0.53,0.12,0.11,0.12,0.23,0.12,0.05,0.07,0.04
c_0,0.17,0.2,0.18,0.06,0.09,0.08,0.14,0.11,0.37,0.12,0.22,0.16,0.15,0.11,0.09,0.11
d_0,0.15,0.2,0.05,0.27,0.1,0.08,0.13,0.11,0.09,0.35,0.12,0.13,0.17,0.07,0.09,0.09
b_0,0.18,0.16,0.19,0.12,0.05,0.06,0.13,0.12,0.14,0.16,0.39,0.13,0.13,0.2,0.06,0.13
f_0,0.16,0.09,0.18,0.16,0.11,0.08,0.12,0.1,0.16,0.15,0.13,0.4,0.16,0.11,0.17,0.13
h_0,0.15,0.25,0.17,0.13,0.08,0.07,0.05,0.14,0.1,0.13,0.14,0.12,0.07,0.13,0.11,0.14
a_0,0.19,0.15,0.17,0.15,0.12,,0.13,0.12,0.16,0.15,0.12,0.12,0.15,0.38,0.07,0.15
e_0,0.05,0.23,0.19,0.18,0.12,0.07,0.15,0.1,0.15,0.17,0.12,0.1,0.2,0.07,0.36,0.12
g_0,0.15,0.14,0.24,0.14,0.12,0.06,0.1,0.06,0.14,0.1,0.16,0.17,0.16,0.1,0.1,0.05
