,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,0.94,0.27,0.18,0.32,0.28,0.17,0.23,0.17,0.32,0.16,0.16,0.16,0.18,0.12,0.07,0.14
f_1,0.49,0.94,0.29,0.29,0.2,0.2,0.16,0.15,0.15,0.18,0.06,0.16,0.15,0.12,0.11,0.11
d_1,0.34,0.3,0.94,0.26,0.27,0.19,0.22,0.17,0.09,0.29,0.15,0.18,0.19,0.13,0.11,0.11
c_1,0.28,0.27,0.31,0.94,0.43,0.19,0.21,0.14,0.17,0.05,0.16,0.15,0.18,0.14,0.12,0.15
b_1,0.29,0.32,0.32,0.21,0.93,0.35,0.16,0.18,0.19,0.19,0.19,0.07,0.18,0.1,0.12,0.15
a_1,0.35,0.34,0.38,0.28,0.24,0.93,0.25,0.22,0.2,0.21,0.19,0.2,0.19,0.07,0.18,0.14
h_1,0.47,0.76,0.52,0.51,0.57,0.32,0.73,0.38,0.33,0.24,0.26,0.32,0.17,0.18,0.23,0.34
g_1,0.55,0.55,0.7,0.62,0.58,0.34,0.35,0.72,0.25,0.35,0.43,0.27,0.19,0.22,0.2,0.13
d_0,0.44,0.73,0.35,0.91,0.51,0.41,0.44,0.41,0.62,0.31,0.28,0.32,0.31,0.21,0.22,0.3
c_0,0.72,0.72,0.57,0.44,0.43,0.4,0.49,0.34,0.36,0.58,0.37,0.53,0.29,0.31,0.22,0.28
f_0,0.51,0.53,0.64,0.7,0.72,0.37,0.45,0.35,0.4,0.27,0.62,0.27,0.33,0.24,0.43,0.31
b_0,0.54,0.72,0.64,0.73,0.39,0.31,0.38,0.39,0.4,0.34,0.4,0.62,0.42,0.43,0.28,0.31
h_0,0.61,0.93,0.61,0.57,0.57,0.44,0.31,0.55,0.44,0.36,0.39,0.33,0.19,0.28,0.23,0.36
a_0,0.69,0.75,0.65,0.59,0.81,,0.45,0.49,0.39,0.37,0.4,0.27,0.38,0.62,0.25,0.43
e_0,0.32,0.87,0.86,0.63,0.6,0.45,0.51,0.44,0.48,0.47,0.32,0.37,0.46,0.28,0.59,0.3
g_0,0.55,0.72,1.06,0.63,0.59,0.45,0.38,0.34,0.36,0.38,0.57,0.37,0.36,0.19,0.3,0.22
