,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.31,1.43,0.8,0.78,0.71,0.5,1.36,1.68,1.29,1.62,1.62,0.94,2.11,1.45,1.81,0.91
e_1,0.9,2.34,0.73,0.98,0.81,0.6,1.48,3.01,1.35,1.6,1.77,1.74,2.31,1.41,2.13,0.95
d_1,1.01,0.86,2.43,0.67,0.73,0.57,1.51,1.15,1.51,3.06,1.95,1.62,2.21,1.61,1.94,1.56
c_1,0.82,0.74,0.84,2.46,1.39,0.6,1.34,1.43,1.23,0.95,1.15,1.77,1.98,1.44,1.82,1.3
b_1,0.9,0.78,0.78,0.82,2.58,1.39,1.65,1.73,1.22,1.45,1.08,1.57,1.74,0.97,1.84,1.46
a_1,0.9,0.88,0.88,0.9,0.68,3.16,2.04,1.67,1.53,1.51,1.77,1.36,2.31,1.23,1.61,1.37
h_1,1.25,0.91,1.08,0.95,0.79,0.55,3.23,1.37,1.91,1.53,1.79,1.53,1.64,1.32,2.63,1.51
d_0,0.92,0.8,0.53,1.73,0.98,0.75,1.75,3.02,1.19,1.17,1.72,1.82,1.93,1.18,2.39,1.67
g_1,0.94,0.85,1.42,0.76,0.78,0.59,1.49,1.5,3.64,2.01,1.98,2.81,2.66,1.68,1.5,1.53
c_0,1.05,1.01,1.02,0.76,0.62,0.73,1.56,1.77,1.51,3.06,3.76,1.97,2.58,2.13,2.16,1.66
b_0,1.05,0.98,1.15,0.96,0.58,0.52,1.72,1.82,1.4,2.0,3.28,1.79,2.61,3.3,2.17,1.75
f_0,0.78,0.69,1.13,1.05,0.96,0.63,1.72,1.97,1.64,1.9,2.33,3.3,2.76,1.96,2.21,3.46
h_0,1.29,0.95,1.09,0.85,0.77,0.62,1.23,1.59,2.07,1.78,1.89,1.6,1.59,1.67,2.45,1.45
a_0,0.94,0.98,1.16,1.05,0.81,0.54,1.87,1.78,1.62,1.65,1.99,1.73,2.08,3.11,2.59,1.48
g_0,0.84,0.79,1.39,1.08,0.84,0.63,1.76,1.65,1.12,1.78,2.03,2.68,2.15,1.71,1.74,1.67
e_0,1.01,0.54,1.01,1.13,0.96,0.74,1.67,1.93,1.58,1.88,2.12,2.0,2.95,1.57,2.41,3.52
