,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,5.93,3.76,2.0,2.03,1.87,1.82,8.67,10.07,6.94,9.14,10.57,7.51,16.04,10.32,6.97,15.81
e_1,2.39,6.06,2.77,1.66,2.36,2.29,7.82,16.71,7.88,9.83,9.99,10.24,14.47,10.55,8.37,16.31
c_1,1.99,1.88,6.57,1.91,4.23,2.43,8.14,9.45,7.64,4.84,6.56,10.1,15.26,12.25,11.78,14.76
d_1,2.56,1.92,1.83,6.83,1.94,2.09,7.76,7.27,9.02,19.5,13.45,9.99,17.07,12.37,12.06,16.58
b_1,2.24,2.0,2.25,1.97,7.52,4.53,8.14,9.53,7.84,8.58,5.74,11.81,15.46,9.24,11.06,14.6
a_1,2.23,2.28,2.39,2.63,1.96,11.26,8.28,9.81,10.41,10.11,9.16,11.43,17.21,6.45,11.01,13.47
h_1,3.36,2.41,2.43,2.61,1.91,1.85,18.29,9.31,10.85,10.64,10.73,10.38,13.28,12.09,11.51,23.7
d_0,2.51,2.25,4.31,1.65,2.52,2.5,8.95,16.65,8.89,8.11,11.67,9.89,14.66,12.01,13.04,17.31
g_1,2.06,2.01,2.68,3.91,2.16,2.19,8.03,8.99,22.39,11.47,11.18,19.04,15.35,11.09,15.12,13.71
c_0,2.65,2.3,2.15,2.84,1.75,2.41,9.11,11.98,10.62,19.6,22.58,11.65,21.14,17.11,13.05,19.34
b_0,2.71,2.62,2.69,2.64,1.45,1.57,10.09,11.56,11.32,12.82,23.16,13.6,19.68,27.5,11.69,19.99
f_0,1.96,2.07,2.93,3.15,2.36,2.3,9.08,10.97,9.82,10.74,11.62,22.77,20.98,12.83,27.55,20.21
h_0,3.23,2.39,2.29,2.84,2.5,2.24,7.11,9.07,11.51,11.0,9.6,11.35,12.42,12.65,12.7,24.39
a_0,2.54,2.5,2.74,2.77,2.36,1.67,10.18,10.27,10.02,10.28,12.52,14.29,17.65,26.49,16.43,18.08
e_0,2.4,1.44,2.71,3.1,2.53,2.49,9.56,10.85,9.29,10.95,13.05,12.66,20.89,13.53,29.45,21.97
g_0,2.49,1.97,2.58,3.97,2.35,2.53,8.39,8.33,6.96,10.06,11.74,16.52,19.11,14.72,13.69,15.06
