,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,g_1,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.26,0.99,1.36,1.35,2.55,12.99,22.92,30.53,28.29,33.65,38.55,44.96,63.64,84.96,106.58
e_1,0.79,1.0,1.0,1.68,1.38,2.66,17.04,26.2,26.63,36.38,36.9,57.32,62.38,71.18,105.75,97.1
d_1,1.01,1.0,1.0,1.1,1.22,2.57,15.17,33.15,20.15,29.81,39.89,45.79,57.98,72.97,94.88,74.03
c_1,0.72,0.59,0.91,1.0,1.74,1.58,11.23,15.41,19.81,12.97,22.6,29.95,43.11,51.49,56.38,69.76
b_1,0.75,0.73,0.83,0.57,1.0,3.06,13.83,19.81,19.78,21.71,25.34,31.33,46.6,46.48,58.68,71.91
a_1,0.39,0.38,0.39,0.64,0.33,1.0,6.4,9.0,10.07,12.63,15.51,20.74,26.29,38.81,30.55,35.93
h_1,0.08,0.06,0.07,0.09,0.07,0.16,1.0,1.5,2.06,1.5,2.17,2.6,3.43,5.04,5.25,6.4
c_0,0.04,0.04,0.03,0.08,0.05,0.1,0.63,1.0,1.1,1.21,1.92,1.77,2.52,3.28,3.12,3.55
g_1,0.03,0.04,0.05,0.05,0.05,0.1,0.49,0.96,1.0,0.91,1.25,2.04,1.82,2.45,2.63,2.57
d_0,0.03,0.03,0.03,0.08,0.05,0.08,0.68,0.84,1.07,1.0,1.35,1.48,2.18,2.65,3.1,2.84
b_0,0.03,0.03,0.03,0.04,0.04,0.06,0.46,0.53,0.81,0.73,1.0,1.26,1.85,3.02,2.48,2.0
f_0,0.02,0.02,0.02,0.03,0.03,0.05,0.4,0.55,0.48,0.64,0.78,1.0,1.39,1.91,3.02,1.56
h_0,0.02,0.02,0.02,0.02,0.02,0.04,0.29,0.4,0.56,0.46,0.54,0.71,1.0,1.06,1.57,1.88
a_0,0.02,0.01,0.01,0.02,0.02,0.03,0.2,0.31,0.43,0.4,0.36,0.6,0.95,1.0,1.25,1.35
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.2,0.3,0.41,0.32,0.41,0.35,0.67,0.8,1.0,1.11
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.15,0.27,0.35,0.33,0.46,0.65,0.56,0.76,0.95,1.0
