,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,110.12,37.52,40.93,42.69,54.05,220.77,4842.17,7244.05,18980.86,8274.66,22532.8,19045.88,54123.86,59341.97,71863.98,90494.61
f_1,33.12,110.19,68.52,50.74,62.85,260.1,4010.41,8705.17,9073.89,11699.38,18139.24,8307.51,41063.74,63167.33,39242.48,73850.68
e_1,29.5,30.04,131.22,52.78,58.39,184.78,4967.68,7423.83,10855.7,22863.88,21626.48,19726.21,46177.04,43028.35,32930.92,69887.65
c_1,31.14,26.19,34.33,143.73,96.92,183.04,5032.1,7239.73,3843.69,10021.28,17862.57,19596.61,45980.49,62111.51,60904.07,76435.59
b_1,28.67,28.71,35.33,34.85,184.91,312.35,3283.89,8096.63,7821.46,12380.85,6296.32,16495.83,30864.7,52196.39,53926.86,76619.24
a_1,21.06,19.99,21.39,27.58,29.28,547.24,2468.2,5269.14,7283.78,6276.94,8195.15,10244.69,12857.64,36117.8,28190.31,41293.52
h_1,12.93,14.35,11.59,12.58,20.2,67.91,2931.27,3829.39,3313.25,4225.22,6642.8,7103.88,18354.27,13025.56,21024.54,32536.74
g_1,13.23,7.76,11.79,11.57,16.15,50.78,847.79,4968.25,2401.49,2772.23,5025.05,6698.45,11631.19,11613.18,18611.26,11822.91
c_0,7.44,11.49,10.38,8.68,16.76,54.98,1315.62,2578.14,4660.44,3844.67,8210.12,5692.07,14625.87,14895.23,16296.65,24770.47
d_0,4.17,8.89,8.01,21.08,11.2,67.3,974.54,1943.46,2140.49,5499.55,4244.78,5120.96,9672.31,13672.04,16031.64,21947.24
b_0,6.88,8.27,6.93,10.36,8.76,51.36,1097.76,1852.67,2035.52,3650.63,7547.31,5687.65,18108.66,15373.34,15666.7,21265.27
f_0,8.86,4.87,8.53,9.94,15.06,47.88,906.14,1740.46,2457.75,2830.91,4065.21,7478.5,10589.37,13670.23,19159.94,18178.41
a_0,4.66,6.79,6.58,7.95,12.0,,682.28,1408.66,1487.87,2442.95,2401.42,3668.52,15350.42,11390.85,8413.96,13692.01
h_0,5.88,6.43,7.22,6.16,9.79,30.88,431.96,1832.14,1779.92,2283.98,2740.75,2839.84,7196.62,5804.8,8308.47,15478.04
e_0,4.92,7.42,3.9,6.61,7.93,35.13,815.93,1212.62,1614.42,2032.86,2728.01,2762.28,10432.24,9057.8,17888.01,15058.78
g_0,5.83,4.67,5.77,7.59,7.41,31.74,586.74,645.18,1573.17,1775.95,2396.79,3307.86,6637.45,8056.25,7726.61,8916.42
