,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.0,0.86,1.28,1.89,2.22,3.99,21.92,41.7,35.65,41.65,49.81,73.96,114.81,127.55,181.37,176.74
f_1,1.16,1.0,1.27,1.45,1.84,3.57,15.58,28.94,29.9,42.4,40.36,57.03,69.51,113.46,130.99,93.42
d_1,0.78,0.79,1.0,1.06,1.42,2.95,14.79,20.64,33.64,27.62,31.67,45.21,72.68,77.63,81.3,108.24
c_1,0.53,0.69,0.94,1.0,1.86,2.1,11.92,13.97,16.83,24.37,21.4,34.11,51.07,76.24,80.63,81.58
b_1,0.45,0.54,0.71,0.54,1.0,2.82,8.97,14.69,18.97,21.08,18.46,23.05,49.4,44.72,58.34,64.99
a_1,0.25,0.28,0.34,0.48,0.35,1.0,4.96,8.48,7.81,12.33,11.86,13.89,23.03,33.34,36.46,32.56
h_1,0.05,0.06,0.07,0.08,0.11,0.19,1.0,1.66,1.57,2.58,2.31,3.14,5.71,5.45,8.84,7.18
d_0,0.02,0.03,0.05,0.07,0.07,0.12,0.62,1.0,0.97,1.33,1.44,2.01,3.18,3.54,4.67,4.4
c_0,0.03,0.03,0.03,0.06,0.05,0.13,0.64,1.08,1.0,1.09,1.82,1.85,2.97,3.96,4.13,4.05
g_1,0.02,0.02,0.04,0.04,0.05,0.08,0.38,0.77,0.89,1.0,1.06,1.79,1.83,2.74,2.82,3.58
b_0,0.02,0.03,0.03,0.05,0.05,0.08,0.46,0.69,0.54,0.98,1.0,1.29,2.11,3.68,3.15,3.65
f_0,0.01,0.02,0.02,0.03,0.05,0.07,0.33,0.52,0.54,0.57,0.71,1.0,1.8,2.11,1.71,3.19
h_0,0.01,0.01,0.01,0.02,0.02,0.04,0.18,0.33,0.34,0.54,0.5,0.54,1.01,1.11,1.66,1.46
a_0,0.01,0.01,0.01,0.01,0.02,0.03,0.18,0.29,0.26,0.36,0.27,0.46,0.91,1.0,1.02,1.16
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.12,0.21,0.24,0.35,0.33,0.54,0.62,1.04,1.01,1.29
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.14,0.23,0.25,0.29,0.28,0.31,0.7,0.91,0.78,1.0
