,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,10404.18,127.81,189.3,355.51,542.12,1576.41,248689.27,377080.0,622453.09,1158067.73,815301.99,1222767.66,3836934.38,3504049.15,,8200711.35
f_1,237.63,11602.79,205.55,270.39,554.06,1330.93,247476.32,321152.07,653351.62,966578.8,773735.09,,4466056.4,2387467.16,6119505.34,8822392.92
d_1,77.41,172.62,18802.45,223.33,366.11,2237.18,220980.8,365470.66,1079293.56,,983199.29,1000923.94,5518226.63,3943937.46,5134738.85,16031409.01
c_1,90.65,136.23,192.22,26248.0,724.92,1567.24,283540.05,390778.94,,836226.0,1051284.3,1070236.36,4874206.49,2987076.36,8578611.73,11427706.06
b_1,174.23,142.15,199.57,268.2,38283.54,2579.17,220793.13,244648.33,960497.7,1001800.98,,1057770.47,3319188.1,2841770.22,7029604.65,10081129.23
a_1,120.33,120.76,228.22,303.78,331.99,217840.73,300582.6,250163.95,710858.42,673731.24,1176883.63,953034.04,5678455.7,,7857423.83,9515454.65
h_1,613.92,834.81,622.09,1209.68,1432.17,6267.71,11999257.45,1915700.14,2615293.05,1853269.36,2662729.24,4574359.68,,14018927.32,,73019052.02
g_1,509.97,330.17,1753.19,830.62,1210.33,5508.72,953365.66,19204893.9,2281690.4,2326922.93,2632819.13,9120405.21,13384739.69,9534333.74,22916409.81,
c_0,651.08,988.15,1502.76,,1131.04,7191.82,1048127.91,1677535.91,20346600.0,2984582.38,8683545.02,6752844.9,22367028.86,17738809.07,31492807.16,59591012.42
d_0,706.4,932.77,,2815.87,1709.63,5057.83,1114482.12,1426989.02,2196398.46,22898518.59,4793324.82,6520337.71,30855347.29,15746750.3,32370315.72,71051674.0
b_0,645.85,607.63,1494.75,1273.85,,6758.6,1371343.71,1484748.1,2592023.02,3925460.33,38044359.34,5937413.51,16421613.4,35992572.1,24601439.94,58521378.78
f_0,804.83,,803.41,1604.1,1947.84,8422.17,1015810.15,1083874.08,3590431.89,3120689.56,5461177.84,47927839.35,21368371.02,17940741.96,55320698.29,75368442.37
h_0,837.22,2012.94,1370.52,2443.9,2021.17,9856.29,,3514621.11,3494431.04,4009168.24,8141918.27,6808572.47,,33826352.49,66059422.07,148273863.75
a_0,1003.06,838.84,1107.25,1266.16,1434.98,,1169301.19,1604121.07,3148917.06,3776975.65,4211560.38,5674611.7,19949783.71,185088252.9,,80789374.42
e_0,,532.78,1208.31,1527.94,2460.78,8666.74,,1426358.17,3927224.27,5632141.06,3398687.82,4324947.2,24880704.45,,352218228.37,75568358.67
g_0,1038.23,887.55,2000.42,2096.89,3310.09,9416.02,1521519.68,,5689005.0,4691286.75,10154436.89,12138726.69,32663393.58,24686548.01,39170880.6,
