,f_1,e_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,11221.89,7446.88,4934.26,6844.36,11654.71,49468.23,3137284.75,17534359.49,11462296.6,15455198.77,34974277.84,34263229.3,155060295.52,153853505.73,275775074.51,189191075.21
e_1,4374.65,12043.88,4563.52,9554.33,11941.46,55338.52,3586267.35,28992182.9,13695556.52,18119028.67,42361906.76,58728050.32,146504771.76,146731514.21,290101181.02,143202383.52
d_1,4164.55,4435.25,16498.55,5302.88,11582.08,69086.1,3402711.93,10700077.22,13940039.34,32244689.87,47530995.34,63905041.96,189524118.9,147417916.66,312337238.23,234203557.85
c_1,4393.79,3894.15,5682.36,20923.77,22445.39,65200.39,3115431.35,13883144.81,14899332.34,9616393.91,24544572.59,54596153.75,182027391.69,140177087.85,266029117.05,197408955.09
b_1,3843.47,3933.64,5458.99,8210.35,43556.24,124029.51,3204888.62,16018913.06,13384757.73,16625811.39,25979520.48,53802714.01,154434055.05,110007659.82,300258373.87,208251406.58
a_1,4425.34,4336.74,5718.42,7216.41,11860.53,307863.08,4101625.59,17477065.15,14886172.67,18932979.26,47731071.01,57229456.87,168080981.29,121331877.09,312671659.35,222195394.68
h_1,5982.31,4484.48,6149.52,8208.85,13202.07,65184.3,7314038.22,18152044.11,19724961.47,17936866.33,41382565.3,55852756.84,140443201.91,153761357.92,429288059.71,239267947.69
d_0,4750.77,4636.79,4297.62,13966.42,14262.34,52554.34,4083847.28,28789560.0,13147080.71,14444187.22,38319474.28,64825366.6,172904399.91,163111285.4,350533873.01,268655177.08
g_1,4578.42,4122.59,9608.72,7179.4,12500.81,65728.18,3512980.89,12695155.37,36884019.17,18417010.29,41556867.42,91282707.48,169350966.11,152972498.84,230066426.74,249366190.92
c_0,5058.08,5203.06,7379.34,5840.11,8918.12,57925.64,4101929.9,19512924.0,14741785.73,34058258.21,87340149.33,63312445.81,195606073.49,232502748.12,374611797.17,288607053.19
b_0,5048.28,5137.69,7457.85,7427.86,7709.48,47524.7,4562238.89,20929470.2,16682090.82,23138427.1,77110923.85,72904026.92,191124173.9,348682344.61,393869374.83,295659744.65
f_0,3471.48,3976.98,6860.88,7934.89,16660.79,67488.2,4489156.49,20552073.8,17156431.68,21682437.64,47622366.81,110173289.06,194802301.0,166175712.09,313266617.57,532019285.73
h_0,6037.33,4461.6,6619.87,7714.68,15272.81,55433.47,2951595.78,15675074.02,22220148.07,16647179.61,39381443.3,61957893.83,155086568.93,160464043.02,407968540.68,227826380.82
a_0,5089.77,4919.58,6865.96,8625.64,13338.62,46378.07,4427191.92,20686633.71,15925025.66,19074024.09,44795064.88,63742235.99,198322824.52,333507449.44,331210719.3,244305885.81
g_0,4102.66,4596.99,9011.57,8323.25,13340.63,74408.61,3712588.43,16953852.0,12641423.76,19372013.96,45835387.43,91570258.28,186943646.06,150594352.23,228569767.71,284575483.87
e_0,5245.46,3273.2,7430.15,7578.69,14280.79,65161.35,4636598.95,16958307.21,19589629.15,19568550.96,48039275.71,64223459.76,213790899.97,162303917.07,324210865.86,624883128.07
