,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.5,0.61,0.68,0.81,0.69,0.54,0.74,0.81,0.75,1.21,0.75,0.81,0.91,0.73,0.44,0.91
f_1,1.11,1.52,0.58,0.65,0.65,0.52,0.69,0.68,0.69,0.74,0.75,0.4,0.74,0.62,0.45,0.7
d_1,0.64,0.8,1.55,0.61,0.55,0.63,0.81,0.73,1.31,0.57,0.85,0.81,0.92,0.85,0.71,0.85
c_1,0.59,0.74,0.68,1.58,1.07,0.53,0.77,0.83,0.4,0.74,0.69,0.74,0.88,0.56,0.78,0.74
b_1,0.71,0.77,0.7,0.55,1.61,0.96,0.76,0.71,0.95,0.91,0.51,0.77,0.94,0.61,0.79,0.72
a_1,0.82,0.74,0.8,0.77,0.49,1.74,1.09,0.75,0.89,0.89,1.09,0.91,1.09,0.61,0.83,0.77
h_1,0.99,1.13,0.97,0.84,0.7,0.66,1.75,1.21,1.14,0.92,0.93,1.14,0.85,0.91,0.78,1.48
g_1,0.88,0.8,1.32,0.8,0.86,0.7,0.94,1.79,1.06,1.01,1.1,1.69,1.03,0.84,0.95,0.64
c_0,0.94,1.14,0.93,0.77,0.78,0.69,1.05,0.94,1.6,1.14,1.64,1.14,1.25,1.09,1.09,1.16
d_0,0.84,1.12,0.57,1.52,0.89,0.73,1.14,0.98,0.81,1.58,1.0,1.04,1.3,0.77,0.95,0.91
b_0,1.0,1.0,1.07,1.0,0.72,0.56,1.14,1.04,1.02,1.15,1.66,1.16,1.16,1.67,0.84,1.12
f_0,0.85,0.93,1.02,1.11,0.89,0.72,1.06,0.89,1.13,1.12,1.14,1.67,1.4,1.01,1.79,1.05
h_0,0.99,1.41,1.11,0.92,0.77,0.57,0.83,1.37,0.95,1.14,1.27,0.94,1.04,1.2,1.04,1.3
a_0,1.04,1.07,0.98,1.02,0.85,0.56,1.35,1.16,1.26,1.39,0.98,1.15,1.27,1.74,1.15,1.33
e_0,0.66,1.41,1.08,1.09,0.88,0.76,1.42,1.09,1.14,1.21,1.15,0.85,1.46,0.8,1.75,1.19
g_0,0.87,0.88,1.54,0.97,0.86,0.85,0.91,1.09,1.18,1.1,1.36,1.53,1.29,1.07,1.0,0.97
