,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.05,1.23,1.97,1.69,1.62,1.45,0.62,0.67,0.7,0.52,0.45,0.61,0.37,0.41,0.59,0.36
f_1,1.83,1.05,1.76,1.42,1.62,1.3,0.46,0.54,0.59,0.47,0.47,0.55,0.3,0.43,0.38,0.45
c_1,1.56,1.9,1.05,2.24,2.02,1.59,0.73,0.38,0.72,0.68,0.53,0.52,0.44,0.42,0.44,0.45
d_1,2.1,2.28,1.85,1.05,1.73,1.44,0.74,0.81,0.47,0.61,0.57,0.54,0.46,0.52,0.47,0.28
b_1,2.19,2.08,1.28,2.23,1.06,2.5,0.8,0.55,0.75,0.82,0.8,0.63,0.52,0.58,0.49,0.39
a_1,2.79,3.04,2.27,2.83,1.4,1.06,1.2,0.87,1.18,0.91,0.89,0.68,0.67,0.84,0.67,0.59
h_1,4.59,5.65,5.14,4.63,5.09,3.69,1.28,1.44,1.83,1.41,1.25,1.44,1.32,1.28,1.15,1.04
d_0,3.65,5.45,6.53,6.86,6.2,4.56,2.17,1.41,1.9,1.85,1.79,1.59,1.54,1.4,1.71,1.39
g_1,5.28,6.03,5.0,5.89,5.15,4.26,1.91,1.82,1.31,1.79,1.67,1.75,1.1,1.57,1.59,1.22
c_0,6.18,6.73,7.24,3.71,5.5,4.2,2.21,2.21,1.82,1.39,2.0,1.63,1.65,1.59,1.52,1.23
b_0,6.88,7.44,8.23,5.31,7.33,4.56,2.62,2.05,1.96,1.19,1.41,1.73,1.38,1.9,1.42,1.48
f_0,5.76,9.44,6.74,5.79,6.2,6.16,2.43,1.95,1.67,1.9,1.73,1.4,1.51,1.64,1.83,0.94
h_0,8.22,8.75,7.97,6.61,6.34,6.39,3.55,2.31,2.78,1.96,2.29,2.13,2.0,1.73,1.71,1.46
a_0,9.23,8.5,10.03,6.99,9.81,7.29,2.78,2.94,2.81,2.15,1.53,2.13,2.0,1.51,1.98,1.77
e_0,9.91,11.73,9.19,7.85,9.7,7.55,3.48,2.44,2.54,2.4,2.61,1.57,2.24,2.0,1.51,1.62
g_0,10.57,8.96,9.78,10.98,9.84,8.26,3.37,2.87,4.66,2.79,2.63,3.34,2.04,2.84,2.53,2.28
