,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.75,1.19,0.86,0.92,0.77,0.54,0.63,0.44,0.48,0.43,0.47,0.36,0.35,0.39,0.36
f_1,1.34,1.0,0.95,1.03,0.79,0.7,0.42,0.43,0.41,0.5,0.4,0.35,0.29,0.34,0.25,0.34
c_1,0.84,1.06,1.0,1.05,1.3,0.75,0.48,0.33,0.37,0.4,0.31,0.38,0.33,0.32,0.32,0.33
d_1,1.16,0.97,0.94,1.0,0.98,0.72,0.5,0.44,0.55,0.36,0.45,0.4,0.34,0.3,0.33,0.27
b_1,1.1,1.29,0.8,1.04,1.0,1.4,0.6,0.47,0.65,0.53,0.46,0.42,0.4,0.31,0.35,0.35
a_1,1.28,1.41,1.29,1.33,0.73,1.0,0.78,0.61,0.52,0.61,0.57,0.56,0.49,0.42,0.47,0.44
h_1,1.89,2.38,2.12,1.96,1.61,1.29,1.0,0.87,0.82,1.1,0.78,0.75,0.71,0.65,0.63,0.73
d_0,1.64,2.27,3.03,2.21,2.15,1.62,1.12,1.0,0.85,1.04,0.88,0.9,0.88,0.69,0.78,0.82
c_0,2.2,2.52,2.63,1.82,1.57,1.89,1.16,1.2,1.0,1.0,1.25,0.85,0.92,0.91,0.77,0.75
g_1,2.07,2.02,2.38,2.8,1.88,1.65,0.93,0.97,0.98,1.0,0.91,1.08,0.7,0.63,0.72,0.7
b_0,2.29,2.5,3.32,2.18,2.16,1.58,1.27,1.13,0.76,1.11,1.0,0.92,0.9,1.2,0.78,0.85
f_0,2.14,2.94,2.58,2.46,2.39,1.83,1.35,1.11,1.14,0.9,1.06,1.0,1.0,0.85,1.16,0.66
h_0,2.7,3.31,2.95,2.91,2.53,1.98,1.36,1.19,1.11,1.45,1.12,1.04,1.0,0.88,0.89,1.11
a_0,2.76,3.08,2.9,3.52,3.22,2.45,1.58,1.32,1.17,1.5,0.85,1.16,1.15,1.0,1.0,0.92
e_0,2.61,3.88,3.09,3.12,2.75,2.14,1.55,1.29,1.26,1.36,1.33,0.87,1.06,1.09,1.0,0.94
g_0,2.74,2.95,2.9,3.72,2.91,2.32,1.37,1.2,1.28,1.49,1.16,1.52,0.91,1.09,1.1,1.0
