,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,111.26,12.25,25.39,18.45,28.27,62.59,2439.23,2381.84,3724.04,3863.24,6449.78,,17677.02,14197.25,16508.85,37445.1
d_1,12.86,111.43,13.16,13.25,21.69,75.78,3594.19,3225.87,6761.72,,7013.56,7411.96,17379.06,14674.4,19757.97,24632.94
e_1,10.64,8.5,128.18,17.66,21.25,,2154.64,3054.12,4040.78,6991.62,4943.57,8650.17,17182.38,13609.43,,34500.3
c_1,13.37,13.21,11.33,143.86,35.01,47.49,2474.06,2965.41,,3207.08,5730.04,6135.29,17110.16,11483.88,14013.91,38862.76
b_1,9.41,11.17,13.29,12.61,185.84,101.03,2174.78,2473.12,3048.82,3294.73,,4547.24,14229.07,14158.62,17081.69,37735.51
a_1,5.77,7.01,,12.2,12.59,493.5,1781.54,1914.65,2575.7,1670.59,2884.76,5322.59,13327.74,,9997.52,
h_1,6.1,4.21,6.45,7.66,7.78,28.39,4123.43,1915.46,1978.15,1480.07,2077.68,3452.23,,6280.78,6260.82,22446.64
g_1,3.75,6.89,5.11,7.18,8.99,30.56,691.27,5156.71,1418.32,1855.12,2198.76,3485.67,6001.47,5030.3,6131.36,
c_0,6.21,4.94,5.78,,8.28,22.69,1105.09,1593.52,4541.09,1981.52,3364.22,3854.69,8389.68,5884.81,6560.3,15703.99
d_0,5.29,,5.24,11.36,9.75,43.93,1371.91,1365.11,1495.42,4613.98,3529.68,2726.37,6643.64,6421.94,5446.36,12658.23
b_0,4.83,4.43,6.13,5.04,,28.45,1280.69,1292.21,1453.69,1337.92,6255.5,1950.14,8457.58,10141.93,5675.15,11329.29
f_0,,4.57,4.23,6.7,9.31,21.94,592.37,1042.5,1270.43,1915.98,2566.29,6744.59,7225.53,5826.75,13969.29,12905.78
h_0,5.14,4.89,5.37,4.74,8.36,23.73,,1489.19,1293.7,1671.06,1802.7,2290.57,,3291.23,5884.86,18313.04
a_0,3.52,3.49,4.9,5.47,4.88,,680.59,987.43,1275.01,903.4,998.77,1673.12,5403.36,13798.05,,9517.94
e_0,3.88,3.21,,3.97,4.78,22.02,812.82,1034.93,1283.32,1581.14,1778.14,1016.28,4497.43,,15601.17,8338.26
g_0,3.29,4.97,4.09,4.13,5.54,,499.15,,1262.32,1050.36,2065.42,2567.28,3438.32,3555.72,5236.73,
