,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.27,0.95,0.47,0.38,0.41,0.31,0.8,0.69,0.84,0.94,0.86,0.42,1.25,0.83,0.94,0.44
e_1,0.56,2.32,0.45,0.58,0.45,0.4,0.83,0.68,1.02,1.97,0.84,0.97,1.28,0.82,1.18,0.36
d_1,0.64,0.44,2.34,0.39,0.41,0.37,0.92,1.01,1.93,0.49,1.14,0.9,1.24,0.82,1.19,0.82
c_1,0.5,0.43,0.53,2.48,0.8,0.28,0.74,0.61,0.29,0.92,0.71,0.98,0.8,0.61,1.1,0.75
b_1,0.44,0.5,0.5,0.48,2.55,0.67,0.98,0.71,1.03,0.9,0.47,0.86,1.36,0.53,1.01,0.73
a_1,0.62,0.45,0.52,0.47,0.41,3.03,0.89,0.76,0.87,1.05,1.26,1.16,1.47,0.42,1.11,1.02
h_1,0.85,0.47,0.73,0.56,0.46,0.39,3.0,1.27,1.32,1.19,1.21,1.02,0.89,0.92,2.08,1.08
g_1,0.44,0.54,1.01,0.59,0.51,0.39,1.02,3.28,1.24,0.95,1.27,1.73,1.39,0.94,0.9,1.02
c_0,0.64,0.57,0.67,0.3,0.44,0.59,1.19,1.13,2.53,1.31,2.41,1.6,1.58,1.2,1.57,1.15
d_0,0.56,0.6,0.3,1.24,0.57,0.41,1.0,1.08,0.87,2.43,1.15,1.22,1.28,0.89,1.24,1.1
b_0,0.66,0.52,0.6,0.63,0.3,0.46,1.13,1.28,1.32,1.26,2.83,1.36,1.57,2.33,1.57,1.34
f_0,0.3,0.45,0.64,0.63,0.56,0.62,1.33,1.04,1.27,1.34,1.4,2.8,1.61,1.19,1.5,2.54
h_0,0.86,0.55,0.66,0.57,0.52,0.47,0.71,1.31,1.27,1.22,1.19,1.3,0.81,1.31,1.93,0.74
a_0,0.56,0.58,0.78,0.57,0.55,0.24,1.36,1.23,1.18,1.12,1.37,1.32,1.85,3.15,1.61,0.94
g_0,0.52,0.54,0.94,0.57,0.48,0.5,1.24,0.76,1.25,1.18,1.16,1.76,1.45,1.08,0.84,1.36
e_0,0.64,0.27,0.68,0.73,0.56,0.49,1.26,1.18,1.22,1.25,1.19,1.37,1.86,1.12,1.26,3.2
