,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.67,0.82,0.71,0.59,0.38,0.43,0.39,0.3,0.31,0.37,0.28,0.36,0.39,0.31
f_1,0.71,0.41,0.63,0.69,0.61,0.59,0.29,0.4,0.31,0.27,0.3,0.35,0.21,0.26,0.31,0.31
d_1,0.77,0.69,0.39,0.64,0.62,0.62,0.32,0.26,0.44,0.36,0.33,0.29,0.24,0.31,0.29,0.18
c_1,0.54,0.69,0.82,0.38,0.82,0.68,0.38,0.35,0.19,0.3,0.25,0.29,0.26,0.27,0.28,0.25
b_1,0.69,0.78,0.73,0.41,0.36,1.0,0.37,0.36,0.3,0.41,0.4,0.29,0.26,0.3,0.27,0.26
a_1,0.8,0.72,0.64,0.7,0.38,0.29,0.41,0.41,0.38,0.36,0.38,0.35,0.29,0.45,0.33,0.26
h_1,0.57,0.66,0.63,0.64,0.62,0.54,0.23,0.37,0.26,0.28,0.27,0.34,0.27,0.25,0.28,0.25
g_1,0.61,0.61,0.61,0.65,0.65,0.54,0.28,0.22,0.29,0.29,0.29,0.33,0.2,0.29,0.3,0.26
d_0,0.42,0.64,0.79,0.77,0.66,0.57,0.39,0.37,0.24,0.25,0.27,0.29,0.26,0.3,0.29,0.29
c_0,0.65,0.7,0.42,0.92,0.59,0.54,0.36,0.34,0.49,0.23,0.35,0.34,0.25,0.32,0.28,0.26
b_0,0.59,0.65,0.51,0.97,0.66,0.53,0.36,0.3,0.36,0.17,0.22,0.28,0.27,0.34,0.27,0.31
f_0,0.64,0.85,0.58,0.64,0.63,0.58,0.32,0.25,0.28,0.25,0.28,0.21,0.24,0.32,0.31,0.16
h_0,0.6,0.69,0.62,0.61,0.6,0.53,0.41,0.36,0.3,0.27,0.26,0.25,0.27,0.27,0.25,0.26
a_0,0.55,0.73,0.6,0.7,0.7,0.64,0.4,0.34,0.28,0.23,0.17,0.28,0.24,0.19,0.3,0.24
e_0,0.73,0.85,0.55,0.61,0.69,0.53,0.38,0.3,0.29,0.26,0.29,0.17,0.25,0.29,0.19,0.22
g_0,0.58,0.62,0.68,0.63,0.66,0.62,0.28,0.32,0.28,0.28,0.25,0.3,0.18,0.29,0.26,0.26
