,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,0.43,0.97,1.81,2.02,1.77,1.81,0.56,0.37,0.39,0.56,0.38,0.43,0.33,0.28,0.77,0.31
f_1,1.62,0.42,1.84,1.33,1.91,1.57,0.41,0.42,0.35,0.61,0.37,0.72,0.32,0.19,0.37,0.32
c_1,1.42,1.81,0.42,2.26,1.67,1.76,0.62,0.19,0.69,0.51,0.4,0.35,0.32,0.24,0.28,0.26
d_1,2.36,2.31,1.79,0.41,1.74,1.56,0.39,0.78,0.34,0.29,0.31,0.32,0.41,0.24,0.33,0.15
b_1,1.95,2.21,1.0,1.95,0.4,2.04,0.54,0.43,0.46,0.65,0.85,0.45,0.45,0.33,0.32,0.3
a_1,2.72,2.5,3.01,2.64,1.17,0.32,0.64,0.55,0.41,0.8,0.44,0.63,2.24,0.35,0.48,0.31
h_1,3.04,3.14,2.64,2.5,2.5,2.46,0.33,0.69,0.59,0.8,0.57,0.54,0.54,0.69,0.58,0.41
d_0,1.65,2.95,3.56,5.86,2.85,3.54,1.0,0.38,0.69,1.07,0.73,0.59,0.57,0.5,0.64,0.51
c_0,3.34,3.09,6.29,1.68,3.4,3.23,0.85,0.9,0.37,0.81,0.74,0.59,0.64,0.55,0.86,0.41
g_1,3.63,3.79,3.01,2.71,3.75,3.08,0.62,0.8,0.57,0.29,0.56,0.65,0.52,0.35,0.72,0.71
b_0,2.91,3.47,4.26,3.23,6.18,3.33,0.94,0.67,0.37,0.88,0.35,0.53,0.66,0.43,0.7,0.42
f_0,2.76,7.78,3.6,3.33,3.53,3.13,1.04,0.77,0.62,0.6,0.78,0.32,0.65,0.47,0.69,0.33
a_0,3.3,4.02,4.33,3.87,5.14,6.23,1.18,0.84,0.7,1.15,0.4,0.76,0.32,0.61,0.76,0.65
h_0,3.98,3.8,4.07,4.08,4.37,3.03,1.66,0.83,0.8,1.08,0.88,0.81,0.76,0.78,0.67,0.52
e_0,6.12,6.36,3.99,5.08,4.57,3.07,1.14,0.87,0.88,1.21,0.9,0.42,0.86,0.58,0.3,0.59
g_0,4.27,4.86,5.0,4.53,4.09,3.87,0.86,1.11,0.89,1.9,0.84,0.92,0.88,0.51,0.94,0.92
