,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.18,7.64,14.94,12.72,13.08,12.65,3.92,4.48,2.42,2.36,2.41,3.13,1.93,2.23,,1.55
f_1,13.79,0.18,12.06,15.07,14.31,15.13,2.23,3.7,2.21,2.68,2.8,,1.13,2.77,3.73,1.45
d_1,17.52,13.33,0.16,13.54,12.86,12.37,3.04,2.14,,2.55,2.8,2.32,1.78,2.93,2.04,1.03
c_1,14.65,10.48,16.05,0.15,11.16,18.49,2.55,4.17,1.48,,3.13,2.56,1.64,1.76,2.48,2.64
b_1,13.48,13.86,15.95,6.54,0.14,10.36,3.52,3.52,2.41,3.03,,2.68,1.77,3.64,3.43,1.44
a_1,13.8,20.18,11.83,12.33,8.21,0.09,5.17,2.5,2.94,2.72,3.48,2.68,1.4,,,1.56
h_1,3.3,4.31,2.2,4.65,3.39,3.53,0.07,1.7,0.66,0.56,0.62,0.57,,0.62,0.4,0.46
g_1,4.3,4.29,3.21,3.06,2.81,3.03,0.74,0.06,1.1,0.52,0.59,0.68,0.38,,,
d_0,1.3,2.73,,2.22,2.41,2.43,0.92,0.79,0.08,0.49,0.74,0.42,0.28,0.73,0.8,0.43
c_0,2.36,2.41,1.4,,2.92,2.46,0.79,0.54,0.68,0.08,0.6,0.53,0.33,0.5,0.39,0.32
b_0,2.28,2.71,2.8,2.67,,4.11,0.72,0.59,0.52,0.28,0.07,0.33,0.49,0.55,0.71,0.49
f_0,2.21,,2.93,2.56,2.95,1.44,0.98,0.42,0.46,0.4,0.51,0.07,0.3,,0.41,0.39
h_0,1.82,1.67,1.4,1.6,1.66,1.95,,0.43,0.35,0.4,0.31,0.31,,0.21,0.29,0.24
a_0,2.42,2.05,2.62,3.16,2.43,,0.88,,0.57,0.56,0.23,,0.46,0.05,,0.35
e_0,,2.61,3.36,2.35,2.29,,0.48,,0.51,0.69,0.43,0.22,0.55,,0.04,
g_0,2.25,1.37,2.11,1.62,1.94,2.21,0.31,,0.28,0.4,0.28,0.41,0.2,0.27,,
