,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,g_0,e_0
e_1,1.51,0.61,0.59,0.8,0.69,0.62,0.84,1.23,0.81,0.85,0.76,0.81,0.85,0.83,0.82,0.51
f_1,1.19,1.53,0.65,0.65,0.57,0.43,0.6,0.83,0.6,0.73,0.71,0.43,0.76,0.59,0.78,0.4
d_1,0.71,0.79,1.55,0.6,0.62,0.56,0.84,0.61,0.6,1.24,0.96,0.82,0.89,0.67,0.74,0.63
c_1,0.61,0.71,0.73,1.55,1.03,0.54,0.81,0.7,0.71,0.42,0.6,0.65,0.87,0.6,0.79,0.71
b_1,0.66,0.7,0.77,0.6,1.58,0.97,0.81,0.82,0.7,0.8,0.46,0.85,0.81,0.55,0.74,0.79
a_1,0.68,0.85,0.79,0.84,0.62,1.74,0.82,0.9,0.82,0.95,1.01,0.94,0.92,0.53,0.75,0.71
h_1,0.83,1.22,0.94,0.83,0.77,0.69,1.74,1.21,1.21,1.04,0.81,0.94,0.82,0.91,1.66,0.95
d_0,0.85,0.92,0.57,1.52,0.9,0.76,1.0,1.59,0.9,0.83,1.07,0.99,1.32,0.82,1.07,0.9
g_1,0.8,0.9,1.38,0.95,0.83,0.6,0.95,1.03,1.85,0.99,1.07,1.51,1.12,0.99,0.84,1.04
c_0,0.9,1.09,0.83,0.95,0.85,0.77,1.1,1.34,1.05,1.59,1.9,1.07,1.35,1.05,1.12,0.97
b_0,1.11,1.09,0.83,1.13,0.68,0.48,1.35,1.13,1.11,0.86,1.71,1.25,1.48,1.8,1.1,0.81
f_0,0.82,0.73,1.1,1.16,0.94,0.75,1.22,1.19,0.96,1.05,1.01,1.68,1.31,0.98,1.19,1.7
h_0,1.05,1.27,0.96,1.05,1.0,0.66,0.9,1.1,1.26,1.01,1.08,1.05,0.91,0.95,1.3,1.0
a_0,0.97,1.14,1.17,1.07,0.92,0.42,1.26,1.3,1.14,1.07,0.91,1.26,1.64,1.77,1.52,1.04
g_0,0.9,0.99,1.47,1.01,1.07,0.81,0.84,1.09,0.82,1.27,1.1,1.5,1.21,0.85,1.07,1.13
e_0,0.73,1.45,1.25,1.02,0.84,0.72,1.14,1.18,1.02,1.24,1.34,0.93,1.43,1.05,1.18,1.78
