,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,0.67,2.35,1.69,1.87,2.19,1.65,0.72,1.07,0.72,0.67,0.69,1.94,0.52,0.78,0.64,0.7
e_1,1.29,0.66,2.27,2.25,1.98,2.07,1.03,0.94,0.84,0.91,0.86,0.82,0.67,0.73,0.72,1.98
d_1,2.29,2.14,0.66,1.76,1.99,1.91,0.84,0.75,0.91,1.81,0.8,0.76,0.61,0.69,0.44,0.65
c_1,2.47,1.98,2.65,0.64,2.3,2.02,0.97,0.79,1.21,0.5,0.7,0.74,0.64,0.71,0.68,0.62
b_1,2.3,2.32,2.37,1.45,0.63,2.51,1.27,1.04,0.93,0.78,1.57,0.74,0.67,0.71,0.69,0.78
a_1,2.97,2.45,3.08,3.1,1.7,0.57,1.2,1.22,0.76,0.85,1.05,0.81,0.91,1.95,0.63,0.96
h_1,3.08,2.57,2.72,2.89,2.2,2.42,0.59,1.36,1.01,1.05,0.96,0.75,1.34,0.85,0.76,0.78
g_1,3.02,3.03,2.59,3.62,3.12,2.72,1.05,0.57,1.03,0.88,0.87,1.23,0.58,0.77,1.17,0.9
c_0,3.35,2.78,1.77,7.18,2.87,3.06,1.21,1.2,0.66,1.29,1.22,1.19,0.79,1.06,0.88,0.91
d_0,3.43,1.65,4.73,3.7,3.48,2.86,1.28,1.48,0.97,0.68,0.98,0.94,0.88,1.19,0.9,0.9
b_0,3.27,3.39,2.5,3.7,4.47,2.31,1.34,1.27,0.67,1.15,0.64,0.96,0.88,1.1,0.91,1.01
f_0,4.97,2.96,3.3,3.11,3.25,2.76,1.88,0.95,1.08,1.17,1.08,0.64,0.83,0.89,0.69,1.05
h_0,3.55,3.05,3.42,4.86,2.89,2.7,2.38,1.76,1.29,1.25,1.3,1.27,1.61,1.19,1.07,0.98
a_0,3.36,3.55,3.51,4.34,4.53,4.41,1.72,1.75,1.07,1.39,0.8,1.17,0.82,0.58,0.97,1.05
g_0,3.82,3.21,3.84,3.47,3.79,3.66,1.27,2.22,1.25,1.36,1.25,1.44,0.86,1.28,1.81,1.88
e_0,5.53,5.11,3.57,3.96,3.31,2.74,1.58,1.68,1.4,1.24,1.06,0.68,1.38,1.76,0.69,0.58
