,e_1,f_1,d_1,c_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.41,0.46,0.68,0.81,0.83,0.6,0.36,0.38,0.41,0.3,0.3,0.35,0.25,0.33,0.37,0.27
f_1,0.73,0.41,0.57,0.72,0.68,0.61,0.28,0.33,0.39,0.28,0.29,0.39,0.2,0.3,0.25,0.26
d_1,0.78,0.72,0.39,0.66,0.6,0.61,0.35,0.38,0.25,0.33,0.32,0.31,0.27,0.28,0.28,0.18
c_1,0.55,0.69,0.8,0.38,0.73,0.62,0.37,0.2,0.42,0.33,0.31,0.31,0.25,0.29,0.29,0.26
b_1,0.6,0.75,0.8,0.43,0.37,0.89,0.37,0.29,0.37,0.4,0.42,0.29,0.25,0.3,0.28,0.27
a_1,0.79,0.74,0.69,0.68,0.39,0.31,0.44,0.36,0.38,0.32,0.35,0.29,0.26,0.39,0.37,0.27
h_1,0.6,0.71,0.64,0.65,0.61,0.53,0.24,0.29,0.36,0.25,0.27,0.27,0.3,0.25,0.26,0.26
d_0,0.44,0.65,0.72,0.77,0.7,0.63,0.34,0.24,0.4,0.24,0.28,0.29,0.26,0.27,0.3,0.27
g_1,0.63,0.66,0.69,0.63,0.6,0.53,0.26,0.32,0.21,0.3,0.27,0.3,0.21,0.29,0.27,0.28
c_0,0.65,0.66,0.43,1.03,0.61,0.65,0.35,0.44,0.32,0.23,0.33,0.3,0.28,0.31,0.28,0.25
b_0,0.59,0.65,0.54,0.82,0.82,0.56,0.35,0.32,0.37,0.19,0.21,0.27,0.28,0.29,0.28,0.25
f_0,0.59,0.76,0.65,0.67,0.59,0.57,0.35,0.33,0.26,0.29,0.29,0.21,0.28,0.27,0.31,0.19
h_0,0.59,0.73,0.62,0.62,0.6,0.57,0.39,0.28,0.36,0.28,0.25,0.25,0.29,0.23,0.23,0.26
a_0,0.55,0.66,0.6,0.7,0.73,0.71,0.37,0.31,0.32,0.24,0.19,0.3,0.29,0.19,0.28,0.23
e_0,0.74,0.73,0.63,0.66,0.64,0.51,0.36,0.3,0.28,0.27,0.26,0.17,0.25,0.28,0.19,0.23
g_0,0.65,0.66,0.7,0.65,0.58,0.56,0.27,0.27,0.35,0.25,0.25,0.3,0.2,0.27,0.24,0.27
