,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,f_0,b_0,h_0,a_0,g_0,e_0
e_1,0.43,0.71,1.27,1.22,1.32,1.17,0.37,0.26,0.35,0.23,0.28,0.24,0.18,0.23,0.19,0.37
f_1,1.14,0.42,1.26,1.01,1.2,1.24,0.26,0.28,0.35,0.23,0.29,0.22,0.12,0.23,0.2,0.2
c_1,0.92,1.31,0.41,1.75,1.24,1.16,0.34,0.14,0.33,0.39,0.22,0.26,0.21,0.24,0.22,0.21
d_1,1.6,1.41,1.23,0.4,1.17,0.92,0.3,0.44,0.22,0.24,0.24,0.28,0.16,0.26,0.12,0.21
b_1,1.37,1.51,0.72,1.47,0.39,1.21,0.41,0.3,0.44,0.37,0.27,0.45,0.19,0.28,0.18,0.25
a_1,1.7,1.67,1.58,1.56,0.75,0.33,0.48,0.41,0.47,0.39,0.4,0.59,0.26,0.51,0.28,0.43
h_1,2.14,2.29,2.28,1.88,1.93,1.98,0.31,0.46,0.54,0.38,0.37,0.41,0.39,0.35,0.28,0.36
d_0,1.32,2.39,2.5,3.55,2.65,2.4,0.81,0.34,0.71,0.47,0.44,0.43,0.39,0.44,0.36,0.46
g_1,2.37,2.71,2.69,2.34,2.23,2.11,0.5,0.6,0.28,0.5,0.44,0.53,0.27,0.45,0.4,0.43
c_0,2.66,2.4,4.71,1.41,2.72,2.29,0.72,0.93,0.7,0.31,0.49,0.51,0.33,0.53,0.3,0.5
f_0,2.49,3.92,2.94,2.51,2.37,2.24,0.77,0.59,0.45,0.51,0.33,0.54,0.39,0.46,0.22,0.57
b_0,2.52,2.66,3.7,2.18,3.74,2.53,0.85,0.66,0.8,0.29,0.53,0.28,0.35,0.5,0.32,0.54
h_0,2.88,3.27,2.62,2.72,2.81,2.7,1.08,0.7,0.94,0.62,0.53,0.65,0.59,0.59,0.43,0.52
a_0,2.83,3.14,3.18,3.0,3.66,5.03,0.96,0.62,0.91,0.55,0.59,0.32,0.45,0.28,0.47,0.48
g_0,3.35,3.4,3.15,2.66,3.68,3.16,0.79,0.77,1.2,0.65,0.59,0.69,0.37,0.67,0.54,0.57
e_0,4.04,4.0,4.06,3.08,3.35,2.95,0.93,0.73,0.86,0.75,0.36,0.72,0.45,0.59,0.36,0.29
