,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.44,3.96,3.86,3.87,4.62,4.84,0.9,1.65,0.81,0.98,0.82,3.32,0.47,0.94,0.82,0.67
d_1,4.32,0.44,5.42,4.2,4.23,4.46,1.38,0.76,0.73,4.3,0.79,0.83,0.56,0.89,0.83,0.42
e_1,2.29,5.33,0.43,5.3,4.55,7.15,1.32,1.48,0.97,0.91,0.89,1.12,0.64,0.85,3.39,0.72
c_1,4.52,6.4,4.36,0.42,4.56,4.07,1.04,1.29,2.93,0.52,0.99,0.73,0.8,0.72,1.09,0.63
b_1,4.71,5.2,5.16,2.34,0.4,4.2,1.96,1.38,1.51,1.35,7.26,1.13,0.72,1.44,1.21,0.75
a_1,8.15,5.74,7.23,8.29,2.8,0.33,1.81,1.56,1.39,1.01,1.3,1.14,0.86,7.75,1.04,0.93
h_1,5.79,4.08,5.09,5.22,7.17,4.36,0.34,2.12,1.21,0.98,1.06,1.48,3.39,1.37,0.94,0.95
g_1,6.79,4.9,5.49,6.27,6.49,4.99,1.37,0.32,1.05,1.17,1.01,1.07,0.56,1.1,0.92,1.88
c_0,6.41,2.69,5.52,24.2,8.43,4.85,1.68,1.7,0.42,1.47,1.06,1.27,0.75,0.97,1.0,0.69
d_0,5.65,15.06,2.81,6.98,5.84,7.36,1.66,1.65,1.19,0.43,1.22,1.01,0.82,1.29,0.92,0.99
b_0,6.29,4.73,5.68,8.05,23.73,5.65,1.33,1.46,0.68,0.93,0.41,1.03,0.81,1.39,0.97,0.82
f_0,20.85,4.88,5.02,5.75,7.88,4.82,1.71,1.16,1.04,1.26,1.69,0.41,1.01,1.42,1.56,0.51
h_0,7.75,6.67,5.82,7.0,6.64,4.91,5.97,2.58,1.26,1.66,1.2,1.09,2.61,1.41,1.38,1.15
a_0,8.22,6.19,6.53,7.42,7.19,,1.9,2.19,1.45,1.39,0.7,1.15,1.19,0.35,1.19,1.29
e_0,10.26,5.7,13.22,8.87,6.6,6.21,2.03,1.72,1.4,1.54,1.36,0.58,1.05,1.72,0.35,0.88
g_0,7.73,9.04,7.58,8.53,6.08,7.32,1.5,4.83,1.38,1.89,1.47,1.44,0.84,1.93,1.75,
