,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.18,1.47,1.52,1.79,1.86,1.58,0.34,0.55,0.3,0.3,0.38,1.35,0.17,0.29,0.37,0.26
e_1,0.86,0.17,1.95,1.86,1.74,1.86,0.46,0.88,0.38,0.33,0.31,0.48,0.27,0.35,1.15,0.27
d_1,1.84,1.95,0.16,1.69,1.63,1.36,0.5,0.27,1.48,0.32,0.27,0.32,0.22,0.38,0.37,0.16
c_1,1.86,1.55,1.88,0.15,1.51,1.57,0.5,0.45,0.19,1.34,0.35,0.25,0.26,0.38,0.3,0.23
b_1,1.75,1.79,1.86,0.86,0.14,2.16,0.56,0.36,0.35,0.48,1.99,0.36,0.22,0.28,0.34,0.32
a_1,1.95,1.5,1.86,1.99,0.86,0.09,0.57,0.83,0.32,0.35,0.39,0.46,0.21,0.97,0.34,0.3
h_1,1.05,0.88,0.92,0.98,0.94,0.88,0.07,0.26,0.2,0.19,0.24,0.16,0.39,0.17,0.16,0.16
g_1,1.13,1.12,0.94,0.8,1.06,0.91,0.21,0.05,0.21,0.15,0.18,0.18,0.12,0.21,0.15,0.25
d_0,1.15,0.48,2.28,0.97,0.97,0.84,0.31,0.31,0.08,0.18,0.23,0.16,0.17,0.17,0.2,0.17
c_0,0.87,0.98,0.44,4.15,1.07,1.01,0.24,0.31,0.31,0.07,0.22,0.19,0.18,0.2,0.13,0.14
b_0,0.83,0.94,0.7,1.24,2.39,0.98,0.25,0.24,0.25,0.09,0.06,0.17,0.16,0.16,0.17,0.12
f_0,4.05,0.92,0.81,0.99,0.78,0.78,0.22,0.15,0.15,0.19,0.19,0.06,0.13,0.18,0.15,0.07
h_0,0.86,1.04,0.81,0.9,0.81,0.87,0.61,0.31,0.24,0.16,0.22,0.19,0.33,0.18,0.17,0.12
a_0,1.25,0.83,0.88,1.03,1.04,1.87,0.34,0.29,0.16,0.14,0.08,0.15,0.16,0.05,0.17,0.14
e_0,1.28,2.35,0.67,0.89,0.9,0.81,0.22,0.23,0.19,0.17,0.22,0.08,0.13,0.13,0.04,0.1
g_0,1.15,0.87,0.8,1.04,1.0,0.85,0.2,0.62,0.18,0.16,0.18,0.13,0.1,0.14,0.17,0.26
