,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,f_0,b_0,a_0,h_0,e_0,g_0
e_1,9515.67,6618.62,5522.39,14630.33,16320.68,61883.39,5932969.15,11700012.28,24464071.7,48680322.7,48665546.53,53396915.76,149093231.25,255768791.17,180581396.74,518726552.18
f_1,7237.35,13649.29,5625.79,12213.95,14615.81,60389.43,5811380.71,9221984.08,22578127.4,33701895.35,32055916.17,50369516.93,139172160.3,224413038.71,166282567.54,445925252.48
d_1,4314.55,6308.65,14600.02,9359.0,15663.82,71418.46,6469826.98,11243488.87,43207221.28,20744122.31,56938360.24,66389396.95,145637463.5,231655054.48,251339799.41,626029237.05
c_1,3884.26,5581.64,6309.58,29801.98,29443.16,66236.88,6234684.42,10322910.23,14378934.67,27521835.87,51013824.28,34853924.11,137826659.7,223571209.2,240390306.2,470570970.16
b_1,4171.95,6183.72,6284.09,12092.56,45399.27,119084.07,5725135.86,10972767.57,22917798.35,26270080.74,53450245.11,33924270.47,100520276.75,240815641.97,215480071.16,499424608.86
a_1,4961.99,6377.21,6717.73,11731.93,14994.94,242381.92,6846039.89,11716835.34,25353595.49,32745945.9,52990832.35,56081881.2,109869956.48,295130263.02,266490538.41,570867935.57
h_1,4600.6,8479.92,6745.46,12818.99,17455.63,67180.44,10612378.06,14266547.37,23869157.82,28870165.36,47804903.14,60015230.33,143605312.85,205284514.13,244007833.26,674762051.91
g_1,4553.62,6196.43,9464.91,12483.09,18480.35,61599.88,5909795.27,20958303.14,25963411.73,26682136.72,72226254.14,47766606.71,137609747.8,265984232.54,246441422.03,484616338.94
c_0,4924.85,7247.9,7756.76,10907.07,14733.21,70754.46,6918836.55,12026259.96,39403713.22,31689438.22,58398379.8,103143428.24,191748752.13,283024779.3,299026363.26,672467652.35
d_0,4512.52,7192.17,5354.1,21051.05,20019.56,56786.86,6135285.77,11126016.29,19628642.23,46004008.54,49594989.15,49779175.81,155778519.02,274209051.59,269782240.9,531670346.99
f_0,4115.29,5766.5,7585.75,14084.13,16908.28,71258.6,6398765.77,11097842.68,28713620.1,37758870.22,95055807.93,61135653.32,176498958.29,255518170.74,519445631.45,701962404.73
b_0,4810.03,8022.28,7395.92,14231.23,14255.08,52285.69,6738554.35,11790304.68,27211646.06,35726950.69,60686541.15,92657911.13,304832596.3,275481200.88,257383936.81,710118587.47
a_0,4940.35,7507.63,7200.7,13113.55,16604.88,54111.27,7220695.31,12602378.36,27229413.43,31899458.94,61010997.29,56746426.93,308579434.46,268065486.32,223873526.24,641759505.53
h_0,4995.2,9056.67,7310.71,11986.71,16477.56,69457.95,4871946.73,13877235.32,25992711.68,30065666.52,51264719.18,48818617.29,148433330.9,220955694.97,209642476.66,706368553.25
e_0,4394.74,7870.21,7120.57,11951.26,19856.39,58236.41,7120899.29,10920381.45,28166908.51,33059767.19,63643475.52,66029483.58,186164302.61,256445610.36,483607974.79,608334289.66
g_0,4587.68,5918.27,10098.5,12503.87,16275.54,60012.43,5964032.35,9164540.12,27382104.5,28685100.2,80824617.73,59786414.09,167991120.69,245246025.28,296993508.6,503572420.22
