,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.83,0.89,1.15,0.91,0.59,0.49,0.47,0.57,0.4,0.4,0.41,0.36,0.38,0.32,0.34
f_1,1.19,1.0,0.91,0.94,0.79,0.63,0.42,0.45,0.44,0.41,0.38,0.36,0.31,0.3,0.29,0.33
d_1,1.11,1.07,1.0,0.87,0.82,0.72,0.44,0.42,0.46,0.58,0.48,0.4,0.35,0.36,0.36,0.26
c_1,0.9,1.1,1.15,1.0,1.33,0.76,0.5,0.47,0.35,0.37,0.33,0.41,0.39,0.33,0.33,0.32
b_1,1.11,1.28,1.21,0.77,1.0,1.26,0.53,0.49,0.45,0.55,0.46,0.43,0.43,0.36,0.34,0.34
a_1,1.65,1.58,1.36,1.29,0.85,1.0,0.74,0.71,0.7,0.69,0.7,0.6,0.59,0.55,0.52,0.44
h_1,2.03,2.41,2.25,1.99,1.88,1.33,1.0,1.05,0.83,0.93,0.83,0.87,0.75,0.62,0.65,0.77
g_1,2.13,2.22,2.35,2.1,1.94,1.4,0.95,1.0,0.96,0.98,0.94,1.03,0.69,0.74,0.8,0.73
d_0,1.81,2.21,2.22,2.88,2.19,1.4,1.16,1.06,1.0,0.71,0.78,0.89,0.85,0.79,0.74,0.79
c_0,2.48,2.44,1.8,2.52,1.78,1.36,1.08,1.08,1.39,1.0,1.25,0.98,0.84,0.97,0.75,0.71
b_0,2.49,2.65,2.13,3.08,2.16,1.38,1.21,1.15,1.28,0.79,1.0,0.93,1.0,1.15,0.78,0.84
f_0,2.4,2.68,2.49,2.48,2.32,1.68,1.16,0.97,1.12,1.02,1.04,1.0,1.01,0.9,1.11,0.67
h_0,2.66,3.18,2.77,2.66,2.44,1.66,1.33,1.43,1.19,1.18,1.03,0.98,1.0,0.97,0.83,1.0
a_0,2.69,3.29,2.74,3.1,2.54,1.77,1.56,1.37,1.19,1.06,0.88,1.06,1.04,1.0,0.97,0.87
e_0,3.08,3.36,2.78,2.98,2.77,1.94,1.52,1.3,1.37,1.31,1.25,0.91,1.16,1.05,1.0,0.87
g_0,3.01,2.97,3.88,3.08,2.8,2.06,1.32,1.35,1.29,1.41,1.2,1.45,1.02,1.09,1.19,1.02
