,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.69,1.02,1.11,1.04,0.96,1.07,1.12,1.53,1.05,1.17,1.07,1.04,1.08,0.98,1.15
f_1,1.45,1.0,0.97,0.98,0.91,0.81,0.89,0.9,0.99,0.78,0.97,0.89,0.86,0.94,0.69,1.06
d_1,0.98,1.04,1.0,1.0,1.01,1.1,0.96,0.73,0.89,1.61,0.86,0.99,0.98,0.85,1.0,0.71
c_1,0.9,1.02,1.0,1.0,1.37,0.95,1.13,0.98,0.75,0.87,0.91,0.93,1.03,1.21,0.96,0.96
b_1,0.96,1.09,0.99,0.73,1.0,1.48,0.96,1.28,0.88,1.21,1.1,0.89,0.95,0.93,0.99,0.99
a_1,1.05,1.24,0.91,1.05,0.68,1.0,0.92,0.99,1.05,0.96,1.08,1.19,1.4,1.7,0.93,1.22
h_1,0.88,1.16,1.04,0.89,0.99,1.09,1.0,1.3,0.88,0.89,0.98,0.87,0.84,0.89,0.95,1.04
g_1,0.88,1.07,1.31,1.04,0.8,0.96,0.77,1.0,0.83,0.85,1.18,1.05,0.89,0.99,0.82,0.96
d_0,0.62,1.04,0.97,1.53,1.05,0.97,1.15,1.21,1.0,0.77,1.08,1.14,0.99,1.11,1.06,1.06
c_0,0.98,1.26,0.66,1.28,0.88,1.04,1.11,1.2,1.26,1.0,1.05,1.72,1.12,1.08,1.18,1.13
f_0,0.88,1.05,1.17,1.16,0.9,0.95,1.04,0.8,0.93,0.96,1.0,1.04,1.14,0.91,1.87,0.81
b_0,0.92,1.16,0.96,1.1,1.2,0.83,1.1,0.99,0.92,0.55,1.08,1.0,0.95,1.61,1.05,1.16
h_0,0.92,1.19,1.05,1.02,1.01,0.67,1.15,1.12,1.0,0.86,0.8,1.02,1.0,0.8,1.05,1.1
a_0,0.9,1.03,1.19,0.93,1.06,,1.21,1.02,0.95,0.93,1.23,0.66,1.28,1.0,1.5,1.19
e_0,0.98,1.5,0.98,1.05,0.99,0.99,1.14,1.22,0.93,0.88,0.53,0.92,0.9,0.65,1.0,1.04
g_0,0.88,0.93,1.35,1.02,1.04,0.89,0.96,1.07,0.98,0.85,1.16,0.83,0.88,0.81,0.97,1.0
