,f_1,e_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.9,0.42,0.18,0.19,0.16,0.1,0.2,0.19,0.12,0.15,0.16,0.08,0.2,0.11,0.08,0.15
e_1,0.26,0.9,0.28,0.15,0.18,0.11,0.18,0.39,0.14,0.18,0.16,0.16,0.18,0.11,0.06,0.17
c_1,0.21,0.19,0.89,0.18,0.36,0.13,0.18,0.2,0.13,0.06,0.11,0.15,0.19,0.13,0.13,0.15
d_1,0.27,0.19,0.17,0.9,0.16,0.1,0.19,0.13,0.16,0.38,0.22,0.15,0.23,0.14,0.14,0.17
b_1,0.24,0.2,0.22,0.17,0.89,0.25,0.2,0.21,0.13,0.15,0.06,0.18,0.18,0.1,0.13,0.13
a_1,0.24,0.24,0.23,0.25,0.16,0.88,0.18,0.23,0.19,0.17,0.13,0.17,0.22,0.06,0.11,0.13
h_1,0.4,0.29,0.25,0.28,0.16,0.11,0.58,0.21,0.23,0.21,0.19,0.16,0.15,0.14,0.15,0.26
d_0,0.31,0.26,0.46,0.15,0.22,0.14,0.23,0.47,0.18,0.17,0.22,0.15,0.21,0.14,0.14,0.19
g_1,0.24,0.21,0.25,0.44,0.2,0.12,0.19,0.24,0.55,0.23,0.21,0.32,0.2,0.13,0.18,0.12
c_0,0.32,0.25,0.2,0.31,0.16,0.14,0.23,0.32,0.22,0.47,0.42,0.18,0.31,0.18,0.15,0.21
b_0,0.32,0.31,0.28,0.28,0.11,0.09,0.24,0.3,0.22,0.28,0.48,0.21,0.29,0.33,0.13,0.23
f_0,0.18,0.25,0.3,0.32,0.22,0.14,0.23,0.26,0.2,0.22,0.2,0.44,0.29,0.16,0.33,0.22
h_0,0.4,0.29,0.24,0.3,0.21,0.13,0.14,0.22,0.24,0.21,0.18,0.18,0.16,0.14,0.16,0.25
a_0,0.3,0.3,0.3,0.28,0.2,0.07,0.26,0.22,0.2,0.22,0.22,0.21,0.25,0.39,0.2,0.2
e_0,0.3,0.13,0.29,0.35,0.26,0.14,0.25,0.27,0.18,0.21,0.25,0.19,0.28,0.17,0.41,0.22
g_0,0.3,0.21,0.27,0.39,0.21,0.18,0.2,0.2,0.12,0.21,0.19,0.27,0.26,0.17,0.16,0.13
