,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
e_1,1.0,0.83,1.36,1.21,1.52,3.31,18.84,33.48,28.17,30.07,40.5,49.5,77.19,86.89,131.68,145.43
f_1,1.2,1.0,1.12,0.91,1.4,3.01,14.94,24.95,25.13,27.65,34.39,35.26,64.41,63.93,85.3,121.29
c_1,0.73,0.9,1.0,1.22,1.7,2.57,17.48,13.88,19.85,26.24,29.25,33.1,56.12,61.03,90.02,100.78
d_1,0.82,1.09,0.83,1.0,1.16,2.4,13.76,18.68,27.74,18.73,26.88,30.9,60.09,59.61,79.87,73.31
b_1,0.66,0.72,0.58,0.86,1.0,3.36,13.18,17.16,18.61,19.06,23.65,28.13,46.53,52.96,62.96,89.98
a_1,0.3,0.34,0.39,0.42,0.3,1.0,5.56,6.47,7.39,8.97,10.22,14.76,33.14,26.01,37.71,36.4
h_1,0.05,0.07,0.06,0.07,0.07,0.18,1.0,1.29,1.47,1.88,2.0,2.04,3.71,4.58,6.57,8.23
d_0,0.03,0.04,0.07,0.05,0.06,0.14,0.74,1.0,1.0,1.25,1.65,1.56,2.94,3.59,4.88,5.01
c_0,0.04,0.04,0.05,0.04,0.05,0.13,0.66,1.02,1.0,1.08,2.0,1.52,2.91,3.22,5.14,4.59
g_1,0.03,0.04,0.04,0.05,0.05,0.11,0.54,0.8,0.91,1.0,1.22,1.76,2.24,2.45,4.24,4.28
b_0,0.02,0.03,0.03,0.04,0.04,0.1,0.5,0.6,0.52,0.84,1.0,0.94,2.92,1.96,3.24,3.27
f_0,0.02,0.03,0.03,0.03,0.04,0.07,0.48,0.63,0.65,0.54,1.09,1.0,1.81,1.84,4.14,2.48
a_0,0.01,0.02,0.02,0.02,0.02,0.03,0.27,0.35,0.35,0.44,0.36,0.55,1.0,1.14,1.47,1.91
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.22,0.3,0.31,0.42,0.52,0.53,0.87,1.0,1.35,1.71
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.15,0.22,0.21,0.26,0.33,0.26,0.67,0.79,1.0,1.11
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.12,0.2,0.22,0.24,0.3,0.38,0.56,0.6,0.93,1.0
