,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.95,0.47,0.6,0.42,0.35,0.25,0.28,0.47,0.26,0.24,0.27,0.27,0.26,0.19,0.15,0.22
f_1,0.71,0.95,0.47,0.41,0.37,0.31,0.24,0.28,0.26,0.26,0.25,0.17,0.23,0.16,0.13,0.18
c_1,0.42,0.46,0.94,0.48,0.66,0.27,0.28,0.27,0.25,0.16,0.21,0.25,0.26,0.19,0.17,0.2
d_1,0.46,0.49,0.38,0.95,0.44,0.31,0.32,0.23,0.26,0.42,0.28,0.25,0.27,0.21,0.19,0.19
b_1,0.53,0.48,0.41,0.47,0.94,0.58,0.27,0.3,0.26,0.28,0.18,0.25,0.29,0.19,0.21,0.19
a_1,0.66,0.56,0.54,0.53,0.37,0.94,0.33,0.3,0.31,0.34,0.34,0.28,0.37,0.17,0.2,0.27
h_1,0.75,1.02,0.68,0.79,0.58,0.45,0.76,0.45,0.55,0.42,0.39,0.42,0.31,0.31,0.25,0.43
d_0,0.7,0.81,1.21,0.54,0.69,0.51,0.52,0.67,0.39,0.34,0.43,0.39,0.42,0.31,0.34,0.34
g_1,0.72,0.76,0.77,1.01,0.59,0.5,0.44,0.46,0.76,0.46,0.47,0.61,0.42,0.27,0.36,0.31
c_0,0.83,0.91,0.74,0.77,0.61,0.52,0.55,0.57,0.48,0.65,0.8,0.41,0.51,0.35,0.41,0.37
b_0,0.88,0.83,0.99,0.87,0.42,0.46,0.55,0.59,0.46,0.38,0.67,0.44,0.48,0.6,0.42,0.4
f_0,0.69,0.73,0.88,0.85,0.8,0.6,0.54,0.58,0.42,0.48,0.54,0.65,0.49,0.32,0.63,0.41
h_0,0.91,1.22,0.82,0.9,0.66,0.5,0.47,0.53,0.59,0.47,0.49,0.49,0.41,0.35,0.33,0.48
a_0,0.95,1.1,0.96,0.97,0.74,0.54,0.57,0.72,0.47,0.64,0.46,0.51,0.54,0.61,0.36,0.37
e_0,0.64,1.23,0.99,0.96,0.77,0.78,0.69,0.51,0.48,0.46,0.46,0.41,0.55,0.36,0.61,0.49
g_0,0.91,0.87,0.83,1.41,0.85,0.57,0.5,0.49,0.39,0.5,0.56,0.67,0.48,0.41,0.41,0.37
