,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
f_1,111.0,20.0,13.36,14.99,17.68,74.15,1953.45,4253.33,5115.68,5501.47,6916.08,,18214.39,23974.77,,44435.4
e_1,10.86,118.06,10.71,16.25,27.21,62.26,2361.07,2723.39,4546.13,7375.48,5344.64,11518.04,20963.17,23162.98,,37804.3
d_1,13.7,14.28,125.97,14.61,19.07,65.34,2192.74,2865.71,6412.44,,6271.83,13838.84,18199.58,23057.64,24401.49,34945.81
c_1,10.59,12.82,14.23,132.64,32.11,72.49,2295.03,2494.03,,4591.81,4948.26,10410.26,15657.54,26707.57,21709.64,42313.11
b_1,13.02,10.0,13.07,11.75,165.8,80.82,1871.68,2467.85,3512.77,3634.32,,10620.85,18350.33,26275.67,34603.2,35255.68
a_1,7.85,7.65,9.22,7.66,11.02,451.26,1379.72,2294.96,2094.36,3291.85,2941.45,6545.88,,15414.86,,26228.64
h_1,7.6,5.44,6.74,6.13,9.04,19.93,3689.74,2250.26,2524.01,1503.9,2869.2,4726.01,6388.18,,9374.74,21655.54
g_1,4.03,4.53,8.54,7.21,7.12,19.72,663.3,5390.01,1247.02,1452.03,2491.72,7559.38,7085.87,7851.67,11694.45,
c_0,4.39,5.6,5.65,,8.31,33.07,913.29,1796.99,4897.29,2039.85,4911.02,5278.54,8336.12,9025.12,9021.56,12790.47
d_0,4.78,5.06,,9.93,9.02,27.04,1499.3,1268.85,1367.19,4990.96,3115.42,4264.46,6818.88,8876.61,8296.74,16885.67
b_0,5.1,6.14,5.45,5.32,,22.62,776.34,1348.74,1409.15,1505.84,6873.97,4808.99,9738.8,8768.59,9008.63,13650.84
f_0,,4.18,4.6,5.3,4.57,22.17,632.57,927.73,1648.36,1565.42,1998.3,10361.75,5827.05,7824.43,16904.68,8853.33
a_0,3.1,2.79,4.13,4.13,4.59,,656.56,747.87,1161.38,1328.16,1861.17,2714.42,15722.56,8364.59,,11062.56
h_0,4.79,3.96,4.23,4.21,5.29,18.57,,1778.99,1567.25,1569.32,2414.05,2597.87,5039.69,,10009.5,15847.45
e_0,,,3.4,3.91,3.21,,650.44,869.92,1232.74,1396.56,1634.31,2074.09,,5276.69,22023.63,9741.27
g_0,2.92,3.78,5.05,4.16,5.25,18.18,588.47,,1378.83,897.42,2193.98,4236.69,4367.51,4695.98,7333.42,
