,f_1,c_1,e_1,b_1,d_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,0.01,0.09,0.11,0.09,0.11,0.14,0.2,0.19,0.22,0.38,0.35,,0.31,0.21,0.39,0.55
c_1,0.06,0.01,0.08,0.09,0.15,0.14,0.13,0.09,,0.23,0.25,0.2,0.32,0.21,0.33,0.3
e_1,0.04,0.07,0.01,0.08,0.07,0.13,0.16,0.16,0.18,0.21,0.22,0.21,0.21,0.23,,0.29
b_1,0.06,0.03,0.05,0.01,0.06,0.12,0.18,0.12,0.15,0.18,,0.16,0.24,0.18,0.24,0.18
d_1,0.05,0.04,0.06,0.05,0.01,0.06,0.1,,0.18,0.09,0.16,0.17,0.27,0.19,0.26,0.15
a_1,0.02,0.01,0.02,0.01,0.02,,0.04,0.03,0.03,0.04,0.05,0.05,,0.06,0.08,0.06
h_1,,,,,,,,,,,,,,,,
d_0,,,,,,,,,,,,,,,,
c_0,,,,,,,,,,,,,,,,
g_1,,,,,,,,,,,,,,,,
b_0,,,,,,,,,,,,,,,,
f_0,,,,,,,,,,,,,,,,
a_0,,,,,,,,,,,,,,,,
h_0,,,,,,,,,,,,,,,,
e_0,,,,,,,,,,,,,,,,
g_0,,,,,,,,,,,,,,,,
