,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
e_1,119.44,35.01,35.15,49.63,45.56,186.8,4314.06,11522.31,11614.12,23440.39,17833.66,19638.59,53732.75,86132.87,47388.08,102219.45
f_1,56.99,119.77,39.23,39.65,51.2,207.81,3593.46,9025.4,12494.42,13336.78,14859.62,10973.35,58884.35,64068.05,73908.08,85830.56
d_1,34.62,37.74,128.06,36.84,54.24,184.21,4124.89,8501.81,20467.48,6615.49,18737.59,21646.91,43726.49,68173.57,66244.15,97671.72
c_1,33.37,32.09,44.01,136.22,87.08,178.99,3438.21,7524.62,3754.9,11826.05,12336.79,21526.21,36953.85,57345.5,93852.32,86774.34
b_1,33.24,35.69,36.19,30.5,164.5,269.1,3036.35,8835.53,10780.93,12157.06,10207.43,18717.99,42138.42,75967.15,80507.25,88612.51
a_1,21.82,19.31,24.06,26.56,27.33,476.92,2451.12,6988.28,6626.36,8414.19,9134.26,13036.38,11181.84,41549.28,41166.68,61366.92
h_1,10.53,16.33,14.39,17.33,17.97,59.39,2567.42,3644.08,4226.76,5139.4,6611.23,7014.68,16007.63,17309.09,26831.46,47484.76
g_1,7.5,8.76,13.75,14.03,13.56,32.8,1001.62,5608.57,2763.24,3543.35,4224.54,7686.02,12619.14,17530.57,20005.2,14074.26
c_0,9.47,10.69,9.57,9.47,12.83,41.61,895.08,2822.39,5218.74,3594.73,6457.48,5940.51,17027.07,20626.11,20200.18,30491.09
d_0,7.63,10.84,3.9,17.4,12.11,45.18,907.86,2130.24,2411.53,5805.24,3688.2,4881.43,8922.5,14466.06,15505.1,20237.08
b_0,7.28,11.51,9.06,12.13,4.88,36.65,777.54,2336.79,2817.13,3182.88,6714.35,4991.15,21951.41,20531.84,17057.65,25665.57
f_0,7.8,4.85,8.92,9.71,12.19,41.19,816.54,2002.54,2548.01,2752.57,3859.17,8224.81,9699.89,15092.45,33061.35,18602.71
a_0,5.62,5.98,6.8,9.17,7.57,21.8,656.43,1528.52,1710.16,2785.68,2200.29,3005.78,16560.93,11405.91,12108.51,22996.18
h_0,5.33,7.74,5.91,6.45,6.61,24.36,387.07,1886.9,1909.57,2353.11,2251.13,2797.96,7683.9,5896.56,9520.68,17765.56
e_0,2.72,5.4,6.57,4.8,8.01,29.07,489.43,1537.17,2123.82,2177.51,2727.62,2284.14,8326.98,12775.78,22703.74,14611.05
g_0,3.88,4.87,6.94,6.78,6.97,25.22,411.84,1089.49,1524.93,1662.84,1960.62,4086.1,5065.07,9357.22,13238.86,8768.25
