,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,2.27,0.68,0.66,0.49,0.46,0.42,1.18,2.16,0.96,1.12,1.16,1.19,1.41,0.86,0.53,1.35
f_1,1.1,2.27,0.52,0.46,0.48,0.36,0.9,1.18,0.87,1.02,1.11,0.45,1.53,0.97,0.7,1.25
c_1,0.47,0.52,2.46,0.49,1.02,0.51,1.0,1.3,1.05,0.48,0.8,1.16,1.24,0.8,0.95,1.2
d_1,0.55,0.71,0.41,2.51,0.48,0.41,1.14,0.56,1.02,2.25,1.33,1.15,1.59,1.23,1.0,1.1
b_1,0.54,0.54,0.66,0.59,2.58,0.88,0.83,1.0,0.75,0.82,0.41,1.05,1.67,0.61,0.84,1.2
a_1,0.57,0.6,0.59,0.69,0.46,2.99,1.03,1.07,1.1,1.13,1.29,1.05,1.43,0.55,0.87,1.24
h_1,0.71,1.11,0.64,0.64,0.55,0.39,3.1,1.27,1.23,1.4,1.35,1.4,1.1,1.41,1.07,1.73
d_0,0.62,0.77,1.31,0.33,0.77,0.45,1.28,2.69,0.97,1.02,1.26,1.52,1.88,1.08,1.31,1.53
g_1,0.58,0.68,0.61,1.11,0.66,0.41,1.23,1.52,3.29,1.63,1.57,1.9,1.7,1.22,1.36,0.95
c_0,0.76,0.85,0.43,0.84,0.38,0.45,1.49,1.29,1.23,2.91,3.15,1.48,2.02,1.58,1.27,1.72
b_0,0.78,0.78,0.68,0.76,0.31,0.52,1.71,1.42,1.17,1.37,2.91,1.67,1.66,2.69,1.29,1.92
f_0,0.56,0.5,0.71,0.75,0.65,0.73,1.23,1.6,1.28,1.57,1.84,3.05,1.91,1.53,2.7,1.65
h_0,0.76,1.11,0.67,0.65,0.6,0.49,0.69,1.27,1.42,1.16,1.6,1.31,1.16,1.25,1.25,2.06
a_0,0.79,0.77,0.81,0.68,0.5,0.37,1.3,1.68,1.11,1.45,1.55,1.47,2.29,3.11,1.5,1.63
e_0,0.4,0.81,0.77,0.71,0.72,0.56,1.3,1.34,1.22,1.64,1.73,1.51,2.16,1.34,3.34,1.79
g_0,0.76,0.55,0.56,1.17,0.77,0.53,1.24,1.27,0.88,1.28,1.38,2.27,1.98,1.14,1.28,1.1
