,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,g_0,e_0
f_1,2.26,1.08,0.52,0.57,0.43,0.33,1.02,0.82,1.1,1.19,1.02,0.47,1.31,0.73,1.05,0.63
e_1,0.73,2.27,0.45,0.71,0.39,0.39,1.13,0.91,1.19,2.29,1.22,1.07,1.5,1.12,1.2,0.5
d_1,0.7,0.5,2.37,0.46,0.47,0.42,1.14,0.99,2.23,0.55,1.35,1.23,1.62,1.02,1.39,0.85
c_1,0.55,0.53,0.58,2.46,1.02,0.35,0.96,0.94,0.47,1.13,0.86,1.22,1.46,0.96,1.15,0.91
b_1,0.53,0.59,0.62,0.55,2.72,0.92,0.92,0.91,0.91,0.95,0.47,0.92,1.33,0.74,1.24,0.91
a_1,0.55,0.65,0.77,0.45,0.49,3.17,1.09,0.84,1.11,0.89,1.23,1.25,1.71,0.53,1.66,1.04
h_1,0.91,0.7,0.73,0.68,0.63,0.48,3.0,1.57,1.26,1.44,1.37,1.41,1.3,1.02,2.05,1.26
g_1,0.79,0.55,1.14,0.71,0.57,0.45,1.21,3.35,1.3,1.04,1.34,1.71,1.69,1.17,1.02,1.29
c_0,0.79,0.75,0.8,0.46,0.49,0.53,1.55,1.28,2.69,1.12,2.89,1.62,1.86,1.23,2.12,1.32
d_0,0.71,0.68,0.4,1.39,0.64,0.51,1.27,1.05,1.12,2.67,1.2,1.52,1.55,0.95,1.55,1.19
b_0,0.82,0.71,0.67,0.74,0.36,0.37,1.48,1.19,1.53,1.61,2.95,1.52,2.15,2.75,2.08,1.32
f_0,0.51,0.49,0.83,0.75,0.66,0.67,1.39,1.33,1.53,1.46,1.55,2.96,1.74,1.3,1.48,2.63
h_0,1.1,0.65,0.73,0.73,0.51,0.48,0.9,1.45,1.47,1.32,1.44,1.26,0.97,1.35,2.26,1.18
a_0,0.93,0.55,0.79,0.64,0.7,0.32,1.52,1.25,1.35,1.64,1.14,1.79,1.93,3.2,1.63,1.51
g_0,0.58,0.65,1.19,0.68,0.49,0.54,1.26,0.92,1.58,1.26,1.61,2.23,1.89,1.18,1.1,1.05
e_0,0.83,0.46,0.74,0.74,0.69,0.54,1.25,1.08,1.5,1.59,1.56,1.42,2.14,1.27,1.99,3.35
