,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.14,6.62,11.98,11.43,11.02,11.74,3.23,3.19,2.16,2.11,2.78,2.2,1.53,2.19,16.82,1.67
f_1,10.74,1.13,10.64,11.15,11.24,12.92,2.21,4.3,2.12,2.07,8.94,1.77,1.09,2.23,1.88,2.28
d_1,13.35,12.85,1.14,13.85,13.67,11.06,2.94,2.08,12.3,1.87,1.92,2.31,1.47,2.27,2.06,0.96
c_1,12.08,11.77,15.72,1.14,14.71,9.44,3.55,4.13,1.23,9.37,2.35,2.81,1.69,1.89,2.7,1.88
b_1,15.95,18.71,16.17,7.14,1.15,15.16,4.2,4.8,2.91,5.28,3.04,13.24,2.17,3.34,2.47,2.71
a_1,17.89,22.66,26.77,29.09,9.58,1.15,9.5,5.56,4.49,4.03,4.82,5.9,3.63,17.81,8.41,3.15
h_1,26.32,29.91,23.8,29.09,32.01,30.08,1.91,9.41,5.77,5.32,6.52,5.32,17.0,5.19,4.4,3.45
g_1,33.2,37.23,25.96,29.91,28.05,39.29,6.28,1.91,10.89,7.48,5.96,7.05,3.76,8.5,6.38,10.34
d_0,18.8,33.79,110.55,37.21,30.57,28.31,12.09,10.7,2.74,7.39,7.19,7.76,6.97,7.19,7.25,5.61
c_0,42.36,36.13,17.4,114.29,39.43,31.05,13.08,10.23,10.71,2.62,8.39,7.24,5.99,7.19,6.17,6.25
f_0,33.2,145.96,45.09,37.65,34.01,35.0,11.08,6.79,10.54,7.3,2.54,10.25,6.97,6.23,9.02,3.28
b_0,41.88,39.24,25.01,57.14,170.06,46.95,10.78,11.97,11.65,4.21,7.39,2.57,8.02,7.96,6.17,6.49
h_0,55.83,46.78,45.69,54.24,48.59,45.83,39.9,17.65,9.76,10.47,10.86,9.2,17.0,8.13,9.25,6.76
a_0,47.24,77.64,49.67,55.17,63.28,,15.65,12.84,13.83,16.53,11.79,6.1,9.66,3.02,16.82,8.28
e_0,108.38,82.93,54.4,50.79,60.47,56.62,15.35,12.17,12.07,10.83,5.13,14.68,10.37,12.06,2.64,7.04
g_0,65.8,65.16,56.18,80.0,71.61,56.62,17.73,33.62,16.2,10.83,13.85,13.92,7.33,19.68,11.94,23.64
