,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,c_0,g_1,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.77,1.04,0.88,1.0,0.85,0.79,0.92,0.71,0.68,0.66,0.66,0.54,0.61,0.79,0.63
f_1,1.29,1.0,1.15,1.11,0.74,0.76,0.56,0.59,0.62,0.8,0.62,0.62,0.51,0.63,0.42,0.58
c_1,0.96,0.87,1.0,1.04,1.38,0.86,0.7,0.51,0.45,0.7,0.48,0.59,0.6,0.57,0.59,0.65
d_1,1.14,0.9,0.96,1.0,1.13,0.79,0.67,0.61,0.91,0.56,0.67,0.64,0.59,0.47,0.55,0.44
b_1,1.0,1.35,0.73,0.88,1.0,1.59,0.75,0.72,0.89,0.79,0.68,0.65,0.63,0.57,0.52,0.55
a_1,1.17,1.32,1.17,1.26,0.63,1.0,0.98,0.79,0.62,0.73,0.86,0.71,0.66,0.54,0.81,0.65
h_1,1.25,1.86,1.41,1.48,1.3,1.0,1.0,0.89,0.85,1.06,0.88,0.86,0.88,0.71,0.85,0.96
d_0,1.09,1.76,2.0,1.46,1.39,1.23,1.11,1.0,0.87,0.84,1.0,0.98,1.08,0.8,0.83,1.1
c_0,1.5,1.67,2.47,1.07,1.09,1.61,1.18,1.13,1.0,1.02,1.22,1.0,1.07,1.13,0.92,0.95
g_1,1.44,1.3,1.46,1.84,1.28,1.43,0.93,1.2,1.0,1.0,1.01,1.18,0.85,0.74,0.8,0.9
b_0,1.47,1.72,2.1,1.46,1.38,1.15,1.08,1.09,0.78,0.97,1.0,0.87,0.89,1.22,0.96,0.86
f_0,1.46,1.58,1.68,1.57,1.69,1.38,1.17,1.01,0.99,0.82,1.09,1.0,1.1,0.9,1.23,0.62
h_0,1.67,1.92,1.66,1.74,1.54,1.36,1.11,0.97,0.89,1.16,1.1,0.96,1.0,0.79,0.89,1.14
a_0,1.52,1.52,1.76,2.11,1.77,,1.55,1.18,0.87,1.29,0.81,1.2,1.25,1.0,1.0,0.98
e_0,1.17,2.48,1.71,1.83,1.9,1.27,1.21,1.14,1.06,1.22,1.07,0.83,1.16,1.03,1.0,0.97
g_0,1.56,1.71,1.56,2.19,1.8,1.42,1.09,0.88,1.0,1.21,1.19,1.51,0.83,1.07,1.08,1.0
