,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,e_0,g_0,a_0
e_1,2.5,1.57,1.44,2.08,1.78,1.61,3.25,3.34,5.46,3.59,4.04,3.84,4.46,3.5,4.61,4.24
f_1,2.43,2.53,1.55,1.62,1.69,1.33,2.93,3.06,3.75,3.6,3.12,3.67,4.13,2.69,3.96,3.74
d_1,1.76,1.85,2.58,1.4,1.55,1.59,3.46,3.02,3.36,5.23,3.67,4.32,4.53,4.0,4.66,4.11
c_1,1.36,1.67,1.79,2.57,2.37,1.91,3.03,3.16,2.99,2.73,3.38,2.84,4.46,3.48,4.04,3.61
b_1,1.59,1.72,1.69,1.56,2.7,2.7,3.3,3.3,3.55,3.58,3.23,2.95,4.79,3.76,4.65,3.14
a_1,1.77,1.88,1.76,1.57,1.52,3.25,3.69,3.32,3.66,3.91,3.85,4.05,4.74,4.02,4.78,3.15
h_1,1.61,2.12,1.78,1.75,1.54,1.54,4.4,3.85,3.42,3.78,3.69,3.91,4.23,3.43,5.41,3.71
g_1,1.45,1.63,2.2,1.84,1.61,1.62,3.06,4.61,3.02,3.7,5.07,4.09,4.63,4.08,4.6,3.86
d_0,1.42,1.62,1.41,2.67,1.9,1.69,3.32,3.51,4.53,2.88,4.0,3.33,4.4,3.65,4.6,3.7
c_0,1.81,1.79,1.74,1.73,1.44,1.68,3.57,3.72,4.32,4.64,4.37,5.9,5.3,3.93,4.65,5.01
f_0,1.28,1.6,1.99,1.86,1.76,1.94,3.53,3.09,3.52,3.75,4.72,3.86,4.33,6.75,4.52,4.38
b_0,1.68,1.85,1.75,1.93,1.53,1.52,3.44,3.77,3.94,3.22,4.26,4.85,5.23,3.97,4.73,6.52
h_0,1.68,2.12,1.85,1.74,1.61,1.59,3.15,4.13,3.6,3.18,3.84,3.58,4.16,3.64,5.49,3.96
e_0,1.37,1.84,1.77,1.95,1.68,1.93,3.92,3.7,3.79,3.66,3.06,3.94,5.17,5.65,4.7,3.73
g_0,1.55,1.69,2.2,1.8,1.64,1.65,3.32,3.27,3.41,4.17,4.97,3.92,4.23,4.47,4.63,3.69
a_0,1.69,1.83,1.87,1.75,1.79,1.6,3.6,3.99,3.38,3.35,3.5,3.44,5.08,4.3,4.78,5.6
