,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.8,0.9,1.27,0.99,0.99,1.03,1.18,1.32,0.89,1.09,1.1,1.18,0.95,1.17,1.13
f_1,1.25,1.0,0.87,0.95,1.02,0.88,0.87,1.02,1.04,1.04,0.96,0.77,0.76,1.06,0.78,0.97
d_1,1.1,1.16,1.0,0.82,0.99,0.97,1.02,0.78,1.03,1.28,1.02,0.89,1.19,0.96,1.06,0.82
c_1,0.79,1.06,1.2,1.0,1.47,0.77,1.04,0.97,0.66,0.7,0.81,0.93,0.97,0.94,0.88,1.06
b_1,1.01,0.98,1.02,0.68,1.0,1.69,0.93,1.08,1.18,1.18,1.3,1.1,1.06,0.94,0.96,1.06
a_1,1.01,1.14,1.03,1.27,0.59,1.0,1.29,1.13,1.0,0.9,1.12,1.16,1.01,0.98,0.97,0.93
h_1,0.95,1.18,1.02,0.99,1.06,0.79,1.0,1.26,0.92,0.91,0.98,0.93,0.91,0.96,1.01,1.08
g_1,0.87,0.94,1.27,1.02,0.95,0.89,0.79,1.0,0.87,1.06,0.89,1.33,0.86,0.95,1.12,1.05
d_0,0.73,0.97,0.97,1.51,0.86,0.93,1.07,1.15,1.0,0.85,1.08,1.08,1.12,1.04,1.04,1.11
c_0,1.09,0.95,0.78,1.36,0.88,1.02,1.1,0.94,1.17,1.0,1.31,1.09,1.11,1.18,1.15,1.17
b_0,0.89,1.03,0.99,1.24,0.79,0.81,1.01,1.09,1.0,0.78,1.0,1.03,1.03,1.52,0.98,1.07
f_0,0.94,1.26,1.11,1.02,0.92,0.86,1.09,0.77,0.99,0.9,0.97,1.0,0.98,0.98,1.65,0.89
h_0,0.86,1.27,0.87,1.04,0.99,0.91,1.15,1.22,0.87,0.88,0.95,0.98,1.0,1.09,1.07,1.08
a_0,1.03,0.95,1.05,1.05,1.16,1.11,1.08,1.02,1.04,0.89,0.68,1.01,0.94,1.0,0.96,1.02
e_0,0.83,1.33,0.92,1.25,1.0,1.06,0.99,0.87,1.05,0.89,1.14,0.62,0.96,1.04,1.0,1.07
g_0,0.91,1.01,1.28,0.93,0.9,1.04,0.92,0.93,0.89,0.89,0.92,1.14,0.95,0.96,0.96,1.0
