,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.0,0.86,1.44,1.26,1.72,3.05,24.49,39.14,31.33,30.09,38.49,61.88,82.72,81.89,101.69,117.17
f_1,1.16,1.0,0.97,1.22,1.69,2.82,16.2,27.44,31.25,30.3,38.24,44.58,54.27,82.02,64.87,102.28
c_1,0.69,1.03,1.0,1.25,1.91,2.2,17.37,17.79,27.98,23.91,24.03,44.21,60.45,62.14,68.28,77.17
d_1,0.79,0.82,0.8,1.0,1.43,2.85,18.05,26.73,24.95,42.27,30.4,44.46,64.01,66.32,74.38,71.08
b_1,0.58,0.59,0.52,0.7,1.0,3.2,14.83,18.18,20.93,24.25,24.35,28.09,53.15,45.76,58.89,70.31
a_1,0.33,0.35,0.45,0.35,0.31,1.0,6.98,8.86,9.12,8.73,16.0,14.36,24.16,22.45,26.72,35.45
h_1,0.04,0.06,0.06,0.06,0.07,0.14,1.0,0.97,1.88,1.47,1.54,1.75,3.23,3.97,3.62,6.25
d_0,0.02,0.04,0.06,0.04,0.06,0.13,1.03,1.0,1.08,1.05,1.29,1.68,2.64,2.25,3.01,2.84
g_1,0.03,0.03,0.04,0.04,0.05,0.11,0.53,0.91,1.0,1.09,1.19,1.74,1.77,2.56,3.03,3.05
c_0,0.03,0.03,0.04,0.02,0.04,0.11,0.68,1.02,0.88,1.0,1.46,1.25,2.02,2.22,2.05,3.3
b_0,0.03,0.03,0.04,0.03,0.04,0.06,0.67,0.74,0.82,0.67,1.0,1.34,1.93,2.99,2.44,2.56
f_0,0.02,0.02,0.02,0.02,0.03,0.07,0.58,0.6,0.57,0.83,0.71,1.0,1.46,2.0,2.62,1.71
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.31,0.37,0.56,0.47,0.52,0.72,1.0,1.04,1.08,1.37
a_0,0.01,0.01,0.02,0.02,0.02,,0.25,0.45,0.38,0.4,0.35,0.52,0.94,1.0,1.26,1.14
e_0,0.01,0.02,0.01,0.01,0.02,0.04,0.29,0.36,0.32,0.46,0.42,0.38,0.92,0.74,1.0,1.16
g_0,0.01,0.01,0.01,0.02,0.01,0.03,0.17,0.33,0.32,0.31,0.38,0.56,0.72,0.87,0.88,1.0
