,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,2.39,1.61,1.11,1.15,0.99,1.04,2.05,1.84,2.13,2.12,2.16,1.16,2.86,2.65,1.91,3.1
e_1,1.1,2.46,1.08,1.36,0.96,1.1,2.51,2.4,3.98,2.62,2.73,2.77,2.97,2.52,2.1,2.85
d_1,1.2,1.14,2.5,0.93,1.12,1.02,2.43,1.89,1.76,3.93,2.75,2.86,3.26,2.46,3.04,2.92
c_1,0.99,1.02,1.22,2.65,2.0,1.08,1.79,1.85,1.92,1.3,2.21,2.38,2.62,2.34,2.21,3.16
b_1,1.14,1.08,1.09,0.98,2.8,1.99,2.08,2.07,2.71,2.75,1.62,2.82,3.29,1.94,2.77,2.89
a_1,1.29,1.2,1.23,1.14,0.85,3.22,2.39,3.12,2.14,2.46,2.62,1.97,3.22,2.17,2.51,2.75
h_1,1.59,1.05,1.18,1.38,1.14,1.03,3.92,2.98,2.79,2.63,2.81,2.77,2.39,2.41,3.24,4.35
g_1,1.16,1.22,1.63,1.37,1.17,0.86,2.23,4.43,2.6,2.68,2.98,4.14,2.63,2.87,2.79,3.09
d_0,1.34,1.06,0.94,2.29,1.16,1.2,2.24,2.37,3.9,1.85,2.36,2.57,3.65,2.55,3.04,3.13
c_0,1.38,1.21,1.2,1.23,1.11,1.15,2.69,2.38,3.35,3.71,4.69,2.78,4.01,2.92,3.47,3.92
b_0,1.46,1.19,1.33,1.36,1.21,0.94,2.48,2.61,2.88,2.3,4.17,3.16,3.46,4.94,3.12,3.54
f_0,1.16,0.98,1.29,1.36,1.27,1.5,2.32,2.23,3.06,2.83,2.4,4.34,3.25,2.99,5.11,3.32
h_0,1.58,1.18,1.33,1.31,1.21,1.13,1.88,2.9,2.44,2.6,2.9,2.66,2.74,3.36,2.35,4.65
a_0,1.1,1.24,1.4,1.38,1.48,0.75,2.73,2.68,2.91,3.05,2.51,3.34,3.44,4.91,3.22,3.17
e_0,1.34,0.78,1.29,1.59,1.27,1.37,2.34,2.52,2.64,2.94,3.1,2.52,4.9,2.92,4.83,3.95
g_0,1.07,1.19,1.84,1.26,1.25,1.17,2.05,1.72,2.42,2.69,2.59,3.57,3.05,3.39,2.85,2.54
