,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.43,0.58,0.99,0.91,1.07,0.86,0.3,0.19,0.26,0.17,0.2,0.22,0.14,0.17,0.23,0.16
f_1,0.9,0.42,0.89,0.91,0.86,0.74,0.19,0.22,0.3,0.18,0.19,0.22,0.1,0.17,0.17,0.13
c_1,0.75,0.96,0.41,1.25,0.93,0.85,0.24,0.12,0.28,0.25,0.18,0.18,0.15,0.19,0.18,0.15
d_1,1.06,0.92,0.97,0.4,1.0,0.93,0.25,0.35,0.16,0.18,0.18,0.2,0.12,0.18,0.18,0.09
b_1,1.06,1.25,0.6,1.13,0.38,1.1,0.3,0.2,0.31,0.31,0.31,0.23,0.19,0.19,0.22,0.16
a_1,1.39,1.44,1.24,1.31,0.61,0.32,0.39,0.3,0.45,0.27,0.41,0.29,0.21,0.41,0.26,0.19
h_1,1.88,1.75,1.81,1.75,1.57,1.56,0.28,0.34,0.46,0.35,0.37,0.33,0.31,0.36,0.29,0.27
d_0,1.26,1.71,2.01,2.55,2.21,2.04,0.68,0.3,0.7,0.39,0.39,0.45,0.36,0.33,0.51,0.39
g_1,1.97,1.95,2.2,1.84,2.18,2.03,0.45,0.45,0.26,0.38,0.4,0.35,0.24,0.34,0.34,0.34
c_0,2.1,2.01,3.14,1.21,2.14,1.92,0.72,0.72,0.5,0.29,0.41,0.41,0.28,0.4,0.41,0.28
b_0,1.92,1.86,2.96,1.59,2.76,1.72,0.61,0.56,0.56,0.25,0.29,0.4,0.29,0.43,0.4,0.29
f_0,2.22,2.76,2.13,2.07,2.19,2.21,0.71,0.48,0.38,0.47,0.43,0.27,0.3,0.45,0.43,0.21
h_0,2.5,2.57,2.47,2.31,2.2,2.14,0.74,0.52,0.74,0.49,0.51,0.46,0.41,0.43,0.38,0.29
a_0,2.37,2.22,2.98,2.12,3.2,2.92,0.69,0.67,0.64,0.4,0.3,0.45,0.37,0.27,0.49,0.37
e_0,2.97,3.87,2.47,2.42,2.44,2.03,0.65,0.54,0.57,0.5,0.48,0.27,0.35,0.44,0.26,0.28
g_0,2.77,2.65,2.57,2.53,2.5,2.66,0.58,0.57,0.76,0.54,0.51,0.53,0.28,0.5,0.47,0.41
