,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,1.0,1.1,1.46,1.54,1.88,3.51,17.54,28.95,27.9,34.72,37.48,46.13,53.82,71.01,86.93,101.04
d_1,0.91,1.0,1.13,1.35,1.59,2.99,18.87,20.68,35.54,33.87,48.2,43.75,58.38,81.01,85.56,72.46
e_1,0.69,0.88,1.0,1.51,1.68,3.12,19.61,27.29,28.22,43.13,40.94,53.47,64.47,71.81,105.31,138.56
c_1,0.64,0.74,0.66,1.0,1.83,2.38,12.19,17.63,18.13,16.92,26.32,34.9,43.3,51.49,59.13,82.75
b_1,0.52,0.63,0.59,0.55,1.0,2.93,13.19,13.71,18.05,21.57,17.44,31.41,32.08,46.59,50.58,61.2
a_1,0.28,0.33,0.32,0.42,0.35,1.0,6.58,9.49,8.08,9.16,13.4,17.0,21.0,29.27,28.12,31.44
h_1,0.06,0.05,0.05,0.08,0.08,0.16,1.0,1.53,1.32,1.56,1.75,2.26,3.0,3.31,4.21,5.71
g_1,0.04,0.05,0.04,0.06,0.07,0.11,0.66,1.0,0.99,1.15,1.36,2.2,1.94,3.49,3.23,3.85
c_0,0.04,0.03,0.03,0.06,0.05,0.13,0.74,1.01,1.0,1.36,2.05,1.76,2.29,2.94,3.37,3.5
d_0,0.03,0.03,0.02,0.06,0.05,0.1,0.63,0.9,0.72,1.0,1.21,1.73,1.79,2.05,2.63,3.29
b_0,0.02,0.02,0.02,0.04,0.05,0.07,0.55,0.74,0.5,0.82,1.0,1.13,1.54,2.67,2.17,2.5
f_0,0.02,0.02,0.02,0.03,0.03,0.06,0.43,0.43,0.56,0.59,0.88,1.0,1.41,1.67,2.41,1.63
h_0,0.02,0.02,0.02,0.02,0.03,0.05,0.3,0.52,0.42,0.54,0.7,0.75,1.0,1.13,1.54,1.96
a_0,0.01,0.01,0.01,0.02,0.02,0.04,0.3,0.31,0.34,0.46,0.39,0.66,0.88,1.0,1.43,1.39
e_0,0.01,0.01,0.01,0.02,0.02,0.03,0.23,0.3,0.32,0.36,0.48,0.41,0.69,0.72,1.0,1.04
g_0,0.01,0.01,0.01,0.01,0.02,0.03,0.17,0.25,0.28,0.29,0.4,0.61,0.51,0.76,0.91,1.0
