,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.12,2.38,4.61,5.3,4.75,4.68,1.51,1.44,1.05,0.79,1.24,1.03,0.69,0.88,2.22,0.9
f_1,3.65,1.12,4.13,4.79,5.12,4.21,0.92,1.5,0.85,0.79,1.7,0.89,0.47,0.97,0.75,0.7
d_1,6.96,5.02,1.11,4.6,4.31,4.17,1.3,0.95,2.03,0.86,0.95,0.93,0.65,1.1,0.73,0.4
c_1,3.96,5.07,5.65,1.12,6.05,5.26,1.42,1.24,0.57,1.85,0.9,0.87,0.74,1.08,1.03,0.74
b_1,4.88,7.57,4.98,2.87,1.12,5.5,1.49,1.28,1.28,1.39,0.86,1.99,0.77,0.96,1.18,0.83
a_1,8.57,8.89,7.48,9.0,3.96,1.14,2.31,2.6,1.74,1.56,1.51,2.54,1.18,5.27,1.53,1.08
h_1,13.19,16.11,15.09,14.4,15.63,12.74,1.76,4.08,3.49,2.83,2.77,3.77,3.44,2.8,2.47,2.47
g_1,17.73,20.28,16.98,21.51,17.02,16.98,4.01,1.75,3.77,3.8,3.43,3.74,1.84,3.05,3.22,3.56
d_0,10.37,21.13,41.79,20.93,19.49,18.49,6.28,6.42,2.26,3.78,4.67,3.52,2.71,4.39,4.46,3.81
c_0,23.38,22.19,11.44,39.25,23.16,19.71,6.68,5.98,6.58,2.46,6.11,4.06,3.65,4.39,4.0,3.41
f_0,23.08,47.68,22.96,25.32,19.87,21.76,7.52,4.01,5.29,4.33,2.19,4.93,3.23,3.69,5.61,2.04
b_0,23.08,25.2,18.84,32.04,38.5,20.89,6.06,8.11,5.56,2.31,5.72,2.21,3.36,5.05,4.83,3.21
h_0,28.12,29.16,25.47,30.49,29.33,23.47,13.8,9.05,6.52,5.83,5.48,5.56,7.0,6.47,4.7,4.38
a_0,31.86,36.37,27.39,35.28,42.19,67.39,10.27,9.94,6.79,5.17,6.41,3.18,4.04,2.46,6.69,5.79
e_0,67.92,42.51,35.05,41.32,28.79,26.78,9.36,9.81,8.49,7.75,3.83,7.14,5.92,6.25,2.62,3.68
g_0,41.86,48.33,41.27,35.68,34.61,37.98,7.26,16.42,8.84,7.75,6.33,8.0,4.04,5.77,6.96,7.2
