,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,d_0,c_0,f_0,b_0,h_0,a_0,e_0,g_0
e_1,1.0,0.81,1.15,1.5,1.87,3.93,24.05,27.3,40.49,29.16,53.23,44.4,75.73,108.66,134.1,134.18
f_1,1.23,1.0,0.98,1.33,1.58,3.66,17.57,28.27,29.82,31.0,38.91,41.78,63.11,87.05,80.11,142.39
d_1,0.87,1.01,1.0,1.13,1.51,2.76,18.99,19.76,25.85,37.17,32.44,47.73,64.56,86.34,78.85,86.39
c_1,0.67,0.75,0.88,1.0,2.1,2.1,16.17,22.18,15.66,22.31,32.22,28.64,54.77,65.7,76.51,89.04
b_1,0.52,0.64,0.67,0.48,1.0,2.95,11.14,16.74,16.97,23.32,25.22,22.81,44.05,51.6,51.18,76.12
a_1,0.26,0.27,0.36,0.48,0.34,1.0,7.39,7.37,9.48,9.5,12.98,13.88,24.24,25.13,36.03,37.88
h_1,0.04,0.06,0.05,0.06,0.09,0.14,1.0,1.58,1.38,1.45,2.03,2.06,4.24,4.47,4.11,6.16
g_1,0.04,0.04,0.05,0.05,0.06,0.13,0.64,1.0,1.24,1.32,1.86,1.51,2.2,4.01,3.88,5.0
d_0,0.02,0.03,0.04,0.06,0.06,0.11,0.73,0.76,1.0,0.92,1.34,1.4,3.01,2.99,3.26,4.32
c_0,0.03,0.03,0.03,0.04,0.04,0.11,0.68,0.79,1.14,1.0,1.54,2.0,2.2,2.68,2.58,4.13
f_0,0.02,0.03,0.03,0.03,0.04,0.08,0.5,0.53,0.74,0.65,1.0,1.18,1.83,1.85,3.42,2.17
b_0,0.02,0.02,0.02,0.03,0.04,0.08,0.45,0.68,0.73,0.52,0.89,1.0,1.94,3.2,1.71,2.6
h_0,0.01,0.02,0.02,0.02,0.02,0.04,0.24,0.45,0.33,0.46,0.53,0.52,1.0,1.08,1.12,1.82
a_0,0.01,0.01,0.01,0.01,0.02,0.04,0.23,0.25,0.34,0.37,0.49,0.33,0.9,1.0,1.12,1.08
e_0,0.01,0.01,0.01,0.01,0.02,0.03,0.24,0.26,0.31,0.39,0.3,0.55,0.88,0.96,1.0,1.18
g_0,0.01,0.01,0.01,0.01,0.01,0.03,0.16,0.19,0.23,0.25,0.46,0.37,0.56,0.92,0.87,1.0
