,f_1,d_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,113.75,62.33,120.85,95.42,119.75,333.48,12069.65,17035.11,19055.27,23183.9,31423.0,29677.15,83723.94,77342.56,73637.47,189324.93
d_1,77.36,114.69,77.92,82.91,117.3,405.52,14544.9,17725.49,32420.74,17412.44,37627.44,37919.78,85991.43,91559.86,107729.71,160360.12
e_1,60.42,59.42,130.92,106.05,116.58,371.0,13718.96,18704.43,20338.05,34070.96,30753.83,39318.42,98264.28,73321.5,85602.77,198970.01
c_1,61.78,58.03,64.11,146.67,184.6,342.1,12225.6,15006.58,13366.17,17190.87,22915.99,31699.36,86341.34,68758.27,83138.69,181022.44
b_1,54.05,59.77,62.61,60.4,189.49,575.14,11274.32,13713.85,16395.84,17462.41,20094.43,31071.12,76462.53,55419.37,83932.23,186285.06
a_1,43.24,38.17,42.59,55.35,60.26,499.45,9027.36,10686.83,13305.88,11387.34,19763.94,22295.29,60244.07,33403.83,58500.65,116814.2
h_1,19.2,15.21,17.0,22.4,22.63,80.18,4573.01,4998.25,4760.72,4328.55,7591.15,7527.04,19511.64,18732.6,21253.45,55824.18
g_1,13.08,18.92,13.24,18.59,25.33,77.81,2572.23,5683.89,4412.51,3820.69,6673.43,10239.45,15948.44,15680.39,22052.0,38404.05
c_0,15.74,13.96,15.8,19.47,19.9,67.06,2784.64,4016.23,5667.31,4793.36,10063.81,7893.87,20350.43,19807.38,19258.96,40267.99
d_0,12.45,11.65,12.73,29.5,24.84,72.32,2976.69,3751.78,3352.71,5591.52,7066.27,7375.42,17602.95,16588.5,18947.79,38888.78
b_0,12.38,12.86,14.04,20.27,15.84,54.98,2460.69,3249.36,3567.06,3742.14,7782.35,6750.65,17510.64,23836.41,16480.17,33494.35
f_0,10.53,12.59,11.05,17.87,20.01,64.83,2375.91,2649.39,3830.04,4177.84,6050.71,8404.48,16854.98,14721.29,30794.53,31674.76
h_0,11.69,10.19,10.54,10.75,15.21,48.39,1380.38,3172.52,2910.7,2756.62,4132.26,4636.94,11129.88,9393.06,12709.53,31623.45
a_0,8.9,8.78,10.97,13.94,15.78,43.69,1586.85,2458.33,2646.97,2940.47,3675.61,4921.6,12998.16,15388.63,14484.87,24938.63
e_0,9.71,7.98,8.85,11.21,15.66,50.64,1843.74,2296.8,3021.06,2693.32,4658.71,3676.4,12278.77,11313.8,17846.3,23533.33
g_0,6.62,10.2,7.72,9.37,10.54,39.39,1212.83,1654.8,2194.75,1962.86,3499.92,5161.27,9433.17,7943.72,11376.07,18531.72
