,e_1,f_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,1.13,2.8,6.24,5.58,6.24,4.88,1.47,1.89,1.03,1.04,1.11,1.31,0.75,1.08,2.18,0.8
f_1,4.9,1.12,4.85,5.24,5.39,4.5,1.07,1.75,1.03,1.09,0.98,1.85,0.55,0.99,0.95,0.97
d_1,6.64,5.88,1.12,5.6,4.89,5.6,1.63,0.93,0.99,3.23,1.05,0.94,0.64,1.01,1.16,0.52
c_1,4.61,5.62,8.75,1.13,6.47,6.71,1.88,1.52,2.94,0.7,1.27,1.09,0.92,1.42,0.92,0.77
b_1,6.67,8.76,5.86,3.39,1.14,7.35,2.42,2.27,2.03,1.66,3.7,1.3,1.27,1.17,1.32,0.99
a_1,10.6,13.82,8.16,12.1,4.36,1.14,2.58,2.65,1.73,2.61,2.17,1.39,1.44,7.71,1.98,1.53
h_1,18.15,16.18,17.83,19.47,15.95,14.13,1.75,5.56,3.35,3.58,3.4,3.49,4.6,3.31,2.71,3.09
g_1,19.93,26.23,18.72,23.54,26.24,20.01,4.13,1.83,5.31,5.01,4.04,3.8,2.58,3.55,3.99,4.72
c_0,24.28,28.07,11.05,61.98,26.0,20.62,6.06,6.31,2.28,6.31,4.35,4.78,3.14,4.72,5.07,3.27
d_0,12.47,22.32,48.13,24.3,27.26,20.01,6.83,7.87,4.85,2.37,5.1,4.87,3.75,4.27,3.82,3.74
b_0,21.7,25.66,21.74,35.73,50.14,20.41,6.67,7.07,2.52,4.18,2.3,3.72,3.35,4.27,4.86,2.79
f_0,26.01,79.84,28.79,26.41,26.0,31.09,9.77,5.34,5.98,5.96,5.65,2.67,5.13,4.95,5.92,2.41
h_0,36.67,41.3,29.3,37.96,29.56,33.13,23.89,9.59,7.22,8.2,7.49,6.12,8.62,5.99,7.72,5.86
a_0,34.92,38.22,31.49,37.04,57.31,65.19,9.66,12.07,6.85,8.86,3.77,9.13,7.36,2.64,8.07,4.15
e_0,66.67,50.61,37.43,33.01,36.95,42.1,13.44,11.11,8.1,8.52,8.76,4.4,5.47,8.53,2.73,7.91
g_0,37.8,47.28,41.59,41.04,46.8,35.46,10.12,20.59,9.1,8.52,9.28,9.84,4.71,8.18,8.45,11.72
