,f_1,e_1,d_1,c_1,b_1,a_1,h_1,c_0,d_0,g_1,b_0,f_0,a_0,h_0,e_0,g_0
f_1,1.06,2.56,1.88,2.33,2.15,1.64,0.71,0.66,0.73,1.06,0.75,0.97,0.54,0.42,0.5,0.54
e_1,1.43,1.06,2.48,2.48,2.34,2.66,0.87,0.73,0.85,1.0,0.72,0.79,0.66,0.53,1.09,0.54
d_1,3.0,2.66,1.06,2.4,2.14,1.94,0.98,0.75,1.16,0.59,0.7,0.75,0.64,0.56,0.7,0.41
c_1,2.68,2.21,2.99,1.06,2.89,1.93,0.89,0.98,0.44,0.82,0.66,0.68,0.68,0.53,0.64,0.43
b_1,2.68,2.78,2.73,1.55,1.07,3.11,1.21,0.95,0.82,1.09,1.41,0.66,0.65,0.72,0.6,0.71
a_1,4.19,3.14,3.64,4.03,1.87,1.07,1.45,1.07,1.16,1.25,1.0,0.91,1.23,0.72,1.03,0.72
h_1,6.63,5.7,5.36,6.15,6.49,4.52,1.34,1.8,1.99,2.23,1.72,1.6,1.46,1.93,1.4,1.28
c_0,6.68,7.41,4.05,10.63,6.81,6.25,2.62,1.51,2.65,2.62,2.6,1.97,2.01,1.43,1.64,1.37
d_0,7.28,4.1,11.82,8.29,7.02,6.3,2.36,2.17,1.56,2.7,2.17,2.15,1.7,1.44,1.91,1.63
g_1,6.44,6.1,8.13,7.13,6.62,5.49,2.3,1.86,2.18,1.34,1.95,2.21,1.95,1.34,1.72,2.07
b_0,6.61,6.68,5.97,9.75,10.07,6.18,2.49,1.4,2.54,2.83,1.51,2.23,2.5,1.64,1.69,1.58
f_0,12.31,7.26,7.44,7.11,9.46,7.46,3.04,2.66,2.47,1.92,2.21,1.5,2.51,1.88,2.53,1.17
a_0,10.99,9.41,7.9,9.73,11.59,13.91,3.6,2.56,3.85,3.01,1.75,2.92,1.64,2.37,2.6,2.45
h_0,12.68,9.4,9.29,12.07,8.63,8.64,4.97,3.06,3.41,3.47,3.14,2.74,2.41,2.99,2.33,2.42
e_0,16.71,15.18,8.81,10.53,9.26,8.11,4.0,3.23,3.36,3.66,3.48,1.65,3.26,2.24,1.57,2.22
g_0,13.48,11.38,11.26,14.91,9.43,9.18,3.6,3.29,3.92,4.61,3.12,3.32,2.88,2.16,2.61,3.4
