,d_1,f_1,e_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,a_0,h_0,e_0,g_0
d_1,12127.49,1322.68,1422.36,1556.54,2127.88,15054.44,1439515.97,2747398.94,9232028.19,1712580.67,11239104.71,9948609.41,34478164.4,48633891.94,53957579.85,90336695.92
f_1,1167.4,12141.72,3109.06,1849.85,2669.82,18753.07,1133600.15,2752024.19,3651195.87,4849044.34,8845591.67,1934204.49,27555485.46,56339226.93,26766835.35,58511540.59
e_1,1025.1,1363.06,17210.94,2246.86,2652.14,11615.2,1386445.54,2615073.89,4635611.24,12784863.19,10266424.82,10691311.14,33504550.53,34710076.47,13806123.68,65693690.27
c_1,1135.36,954.84,1461.53,20658.72,5632.31,13006.65,1517735.33,2550237.71,833311.1,5773721.26,9568142.66,10660782.03,34319088.99,53552244.83,49513024.13,81331954.24
b_1,1128.87,1219.72,1604.43,2025.19,34193.37,29869.88,993639.89,3500916.99,3611657.84,6279344.13,1831449.96,10404704.25,23746260.84,52190592.73,45626305.86,82083957.13
a_1,1436.16,1440.9,1344.31,1960.07,2799.94,299474.45,1241796.66,3264918.59,5518729.98,5002490.17,6729069.1,9116277.05,6987388.84,56932760.21,36710733.35,65990492.07
h_1,2736.79,2807.76,2290.13,2604.16,4420.99,23417.5,8601611.69,6887488.59,7266756.34,9391571.4,18985411.62,19681916.13,68639825.4,34355695.03,90882467.44,170408356.17
g_1,3520.87,1676.68,2943.81,2884.55,4741.28,22084.3,1542393.81,24683540.06,6475752.16,6967422.2,16126194.05,24122570.37,52228243.21,63247540.36,97999877.93,37995866.25
c_0,2237.71,2810.51,2769.99,1360.43,4698.88,25519.64,2513871.7,6019856.35,21719672.75,11352253.24,33542483.62,21757277.63,68866669.26,85412499.28,82894830.08,170635981.18
d_0,634.09,2205.0,2757.92,7498.71,3429.39,33464.05,1801341.19,4387963.6,6243480.96,30245047.24,16429137.14,19090292.99,47957075.46,83363012.01,92020012.77,156378180.87
b_0,2178.42,2567.07,2104.97,3483.62,1884.58,25178.47,2794257.7,5245034.34,8103347.63,14676297.36,56961826.16,27247054.55,117872641.34,106312810.28,103009925.16,175054362.9
f_0,2938.92,871.69,2831.87,3303.21,5845.43,26644.15,2179937.56,5544211.53,9504855.12,10703013.14,19329845.11,56062284.89,65942853.84,91774469.73,138581697.88,154822593.67
a_0,1857.39,2843.06,2852.39,3639.95,5580.4,,2264045.94,5527979.03,6862889.52,12208135.42,15922065.01,22442622.22,235635342.63,113648565.38,77547729.49,143498222.16
h_0,2460.35,2849.95,3002.26,2736.57,4930.22,24191.13,860855.41,7124610.81,8392998.16,11645548.54,15960617.23,15602732.2,58655153.46,33695755.12,68851439.66,173201935.78
e_0,2270.83,3148.76,1169.7,3163.8,4148.45,28487.04,3090141.29,5310218.11,7929031.43,11374721.83,17773467.92,20523298.19,98123161.25,90755061.38,319980996.77,184838241.54
g_0,3001.4,1891.72,2742.5,4052.99,3958.53,25415.05,2207732.76,1531337.11,8849752.29,10245537.24,16052573.74,24157566.12,57243133.08,90530489.63,77693017.98,79502527.9
