,e_1,f_1,c_1,d_1,b_1,a_1,h_1,d_0,g_1,c_0,b_0,f_0,h_0,a_0,e_0,g_0
e_1,0.42,2.65,4.74,4.3,3.49,3.58,2.01,1.56,1.56,1.22,1.56,1.86,1.38,1.43,,1.65
f_1,3.85,0.41,2.72,4.06,4.49,4.27,1.32,1.8,1.8,1.46,2.04,,0.93,2.28,1.46,1.37
c_1,2.92,4.41,0.4,5.34,3.85,2.84,1.69,1.08,2.25,,1.47,1.83,1.38,1.8,1.38,1.22
d_1,3.33,3.19,3.76,0.4,3.61,4.25,1.81,,1.6,2.01,1.24,2.12,1.28,1.41,1.54,1.03
b_1,3.82,3.03,2.17,3.5,0.37,4.55,1.97,1.58,2.22,1.91,,1.4,1.42,1.55,2.3,1.52
a_1,4.15,3.35,3.92,4.25,1.98,0.31,1.63,1.97,1.88,1.25,2.47,1.58,1.94,,1.44,1.77
h_1,2.25,2.08,1.84,1.87,1.89,1.79,0.25,0.55,1.08,0.72,0.76,0.64,,1.12,0.62,1.04
d_0,1.21,1.52,1.8,,1.63,1.39,1.11,0.28,0.76,0.66,0.69,0.68,0.74,0.55,0.76,0.57
g_1,2.21,1.8,1.73,1.71,1.79,1.88,0.78,1.09,0.23,0.89,0.97,0.71,0.49,0.97,1.0,
c_0,1.88,1.72,,0.85,1.67,1.92,0.95,0.91,0.85,0.28,0.83,0.66,0.52,0.62,0.7,0.66
b_0,1.42,1.53,2.05,1.93,,1.3,0.87,0.65,0.76,0.58,0.27,0.97,0.55,0.9,0.79,0.47
f_0,1.42,,1.56,1.29,1.7,1.58,1.37,0.68,0.66,0.77,0.54,0.26,0.61,1.04,0.84,0.45
h_0,1.34,1.54,1.3,1.25,1.2,1.17,,0.48,0.87,0.63,0.75,0.57,,0.49,0.48,0.38
a_0,1.48,1.32,1.49,1.41,1.86,,0.84,1.24,0.89,0.65,0.53,0.55,0.74,0.23,,0.67
e_0,,2.36,1.63,1.93,1.41,1.54,0.78,0.76,0.75,0.9,0.64,0.45,0.65,,0.22,0.58
g_0,1.4,1.21,1.4,1.44,1.27,1.3,0.47,0.88,,0.6,0.63,0.65,0.41,0.47,0.52,
