,f_1,e_1,d_1,c_1,b_1,a_1,h_1,g_1,c_0,d_0,b_0,f_0,h_0,a_0,e_0,g_0
f_1,0.89,0.35,0.16,0.16,0.13,0.09,0.16,0.12,0.15,0.17,0.15,0.06,0.16,0.1,0.07,0.11
e_1,0.24,0.89,0.18,0.19,0.13,0.09,0.17,0.15,0.17,0.3,0.16,0.14,0.16,0.12,0.04,0.11
d_1,0.22,0.18,0.89,0.17,0.13,0.11,0.16,0.13,0.29,0.07,0.16,0.14,0.16,0.11,0.1,0.14
c_1,0.21,0.15,0.16,0.88,0.32,0.09,0.17,0.12,0.06,0.13,0.12,0.13,0.16,0.11,0.1,0.14
b_1,0.2,0.18,0.21,0.15,0.88,0.19,0.19,0.13,0.16,0.14,0.07,0.17,0.15,0.09,0.11,0.11
a_1,0.19,0.17,0.24,0.2,0.16,0.87,0.18,0.12,0.15,0.15,0.11,0.12,0.15,0.05,0.11,0.17
h_1,0.32,0.23,0.24,0.21,0.16,0.11,0.55,0.19,0.16,0.18,0.19,0.17,0.14,0.14,0.11,0.2
g_1,0.19,0.21,0.34,0.21,0.15,0.13,0.2,0.56,0.23,0.19,0.18,0.26,0.2,0.14,0.15,0.07
c_0,0.32,0.23,0.25,0.1,0.16,0.13,0.2,0.16,0.43,0.22,0.35,0.18,0.2,0.17,0.13,0.16
d_0,0.26,0.22,0.13,0.39,0.16,0.12,0.21,0.18,0.14,0.42,0.17,0.19,0.19,0.13,0.13,0.13
b_0,0.27,0.22,0.26,0.24,0.1,0.07,0.26,0.18,0.2,0.24,0.44,0.19,0.24,0.27,0.14,0.18
f_0,0.18,0.2,0.3,0.21,0.18,0.13,0.23,0.16,0.19,0.18,0.21,0.42,0.23,0.14,0.24,0.17
h_0,0.34,0.21,0.28,0.23,0.18,0.11,0.1,0.22,0.2,0.2,0.14,0.18,0.1,0.12,0.12,0.19
a_0,0.26,0.25,0.27,0.25,0.16,0.04,0.24,0.2,0.22,0.2,0.15,0.18,0.25,0.38,0.14,0.17
e_0,0.33,0.11,0.27,0.22,0.2,0.09,0.26,0.15,0.21,0.18,0.18,0.18,0.25,0.13,0.4,0.17
g_0,0.22,0.2,0.37,0.2,0.21,0.12,0.2,0.08,0.2,0.18,0.17,0.28,0.18,0.16,0.12,0.08
